set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_2,keyword_3
SOR,142,Sabine Wren,Explosives Artist,TRUE,Unit,"Aggression,Heroism",2,"Mandalorian,Rebel,Spectre","While there are at least 3 aspects among other friendly units, this unit can't be attacked.

On Attack: You may deal 1 damage to the defender or to a base.",,0,2,3,2,Rebecca Farrow,9/21/2023,TCGPlayer,https://infinite.tcgplayer.com/article/Our-Star-Wars-Unlimited-Exclusive-Preview-Card-A-Rebellious-Artist/1e391d27-4595-4050-a627-7a462aaf984b,104,0,0,0,0,Raid 1,,
SOR,192,Ezra Bridger,Resourceful Troublemaker,TRUE,Unit,"Cunning,Heroism",3,"Force,Rebel,Spectre","When this unit completes an attack: Look at the top card of your deck. You may play it, discard it, or leave it on top of your deck.",,0,3,4,2,Joshua Carson,9/22/2023,RybackStun,https://www.youtube.com/watch?v=6i8N-yn6eeM,105,0,0,0,1,,,
SOR,112,Consortium StarViper,,FALSE,Unit,Command,3,"Fringe,Vehicle,Fighter","While you have the initiative, this unit gains Restore 2.",,1,3,3,1,Christian Papazoglakis,9/25/2023,FFG,https://www.instagram.com/p/CxnnohUtk2w/,106,0,0,0,0,Restore 2 (Conditional),,
SOR,77,Takedown,,FALSE,Event,Vigilance,4,Tactic,Defeat a unit with 5 or less remaining HP.,,,,,2,Eslam Aboshady,9/27/2023,FFG Stream,https://www.youtube.com/watch?v=OZGbAKs21W8,,,,,,,,
SOR,11,Grand Inquisitor,Hunting the Jedi,TRUE,Leader,"Aggression,Villainy",6,"Force,Imperial,Inquisitor",Action [{T}]: Deal 2 damage to a friendly unit with 3 or less power and ready it.,On Attack: You may deal 1 damage to another friendly unit with 3 or less power and ready it.,0,3,6,3,Borja Pindado,9/29/2023,FFG,https://twitter.com/UnlimitedFFG/status/1707772416716419580,,,,,,,,
SOR,124,Tactical Advantage,,FALSE,Event,Command,1,Tactic,Give a unit +2/+2 for this phase.,,,,,1,Eslam Aboshady,10/2/2023,FFG,https://www.instagram.com/p/Cx5pMaJNKAb/,,,,,,,,
SOR,149,Mace Windu,Party Crasher,TRUE,Unit,"Aggression,Heroism",7,"Force,Jedi,Republic","Ambush

When this unit attacks and defeats a unit: Ready him.",,0,5,7,4,Sandra Chlewi?ska,10/5/2023,IGN,https://www.ign.com/articles/exclusive-star-wars-unlimited-release-date,110,0,0,0,0,Ambush,,
SOR,17,Han Solo,Audacious Smuggler,TRUE,Leader,"Cunning,Heroism",6,Underworld,"Action [{T}]: Put a card from your hand into play as a resource and ready it. At the start of the next action phase, defeat a resource you control.","On Attack: Put the top card of your deck into play as a resource and ready it. At the start of the next action phase, defeat a resource you control.",0,4,6,3,David Nash,10/13/2023,FFG,https://twitter.com/UnlimitedFFG/status/1712848845753770367,,,,,,,,
SOR,12,IG-88,Ruthless Bounty Hunter,TRUE,Leader,"Aggression,Villainy",5,"Underworld,Droid,Bounty Hunter","Action {T}: Attack with a unit. If you control more units than the defending player, the attacker gets +1/+0 for this attack.",Each other friendly unit gains Raid 1.,0,5,4,1,Hoan Nguyen,1/5/2024,FFG,https://twitter.com/UnlimitedFFG/status/1743301422102229280,,,,,,,,
SOR,137,Fallen Lightsaber,,FALSE,Upgrade,"Aggression,Villainy",3,"Item,Weapon,Lightsaber","Attach to a non-Vehicle unit.

If attached unit is a Force unit, it gains: “On Attack: Deal 1 damage to each ground unit the defending player controls.”",,,3,3,3,Milos Slaykovic,10/5/2023,IGN,https://www.ign.com/articles/exclusive-star-wars-unlimited-release-date,,,,,,,,
SOR,193,Millennium Falcon,Piece of Junk,TRUE,Unit,"Cunning,Heroism",3,"Underworld,Vehicle,Transport","This unit enters play ready.

When you ready cards during the regroup phase: Either pay {R1} or return this unit to her owner's hand.",,1,3,4,4,Francois Cannels,10/10/2023,Wargamer.com,https://www.wargamer.com/star-wars-unlimited/millennium-falcon,114,0,0,0,0,Ambush,,
SOR,214,Smuggling Compartment,,FALSE,Upgrade,Cunning,1,Modification,"Attach to a Vehicle unit.

Attached unit gains: ""On Attack: Ready a resource.""",,,1,1,2,Amad Mir,10/10/2023,Wargamer.com,https://www.wargamer.com/star-wars-unlimited/millennium-falcon,,,,,,,,
SOR,25,Tarkintown,,FALSE,Base,Aggression,,Lothal,Epic Action: Deal 3 damage to a damaged non-leader unit.,,,,25,3,Adrien Girod,10/10/2023,FFG,https://twitter.com/UnlimitedFFG/status/1711766123614458305,,,,,,,,
SOR,164,Wampa,,FALSE,Unit,Aggression,4,Creature,Overwhelm,,0,4,5,1,Luke Harrington,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,117,0,0,0,0,Overwhelm,,
SOR,143,Fighters For Freedom,,FALSE,Unit,"Aggression,Heroism",3,"Rebel,Trooper","Saboteur

When you play another {Aggression} card: You may deal 1 damage to a base.",,0,3,4,2,Yvette Chua,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,118,0,0,1,0,Saboteur,,
SOR,162,Disabling Fang Fighter,,FALSE,Unit,Aggression,3,"Mandalorian,Vehicle,Fighter",When Played: You may defeat an upgrade.,,1,3,2,1,Christian Papazoglakis,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,,,,,,,,
SOR,155,Aggression,,FALSE,Event,"Aggression,Aggression",4,Innate,"Choose two, in any order:
- Draw a card.
- Defeat up to 2 upgrades.
- Ready a unit with 3 or less power.
- Deal 4 damage to a unit.",,,,,4,Sandra Chlewi?ska,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,,,,,,,,
SOR,113,Homestead Militia,,FALSE,Unit,Command,3,"Fringe,Trooper","While you control 6 or more resources, this unit gains Sentinel.",,0,3,4,1,Joshua Carson,10/13/2023,holocron.card.hub,https://www.instagram.com/reel/CyVwMuctwNJ/?igshid=MzRlODBiNWFlZA,121,0,0,0,0,Sentinel (Conditional),,
SOR,157,Cantina Braggart,,FALSE,Unit,Aggression,1,Underworld,Raid 2,,0,0,3,1,Ario Murti,10/16/2023,FFG,https://www.instagram.com/p/CydsUk-MYXj/,122,0,0,0,0,Raid 2,,
SOR,197,Lando Calrissian,Responsible Businessman,TRUE,Unit,"Cunning,Heroism",6,"Fringe,Official","Saboteur

When played: Return up to 2 friendly resources to their owners’ hands.",,0,6,5,3,Audrey Hotte,10/18/2023,Unplayable,https://www.youtube.com/watch?v=3nrKM7-HB64,123,0,0,0,1,Saboteur,,
SOR,224,Change of Heart,,FALSE,Event,Cunning,6,Gambit,"Take control of a non-leader unit. At the start of the regroup phase, its owner takes control of it.",,,,,4,Kevin Libranda,10/18/2023,Unplayable,https://www.youtube.com/watch?v=3nrKM7-HB64,,,,,,,,
SOR,38,Count Dooku,Darth Tyranus,TRUE,Unit,"Vigilance,Villainy",7,"Force,Separatist,Sith","Shielded

When Played: You may defeat a unit with 4 or less remaining HP.",,0,5,4,3,Mona Finden,10/20/2023,FFG Stream,,125,0,0,4,0,Shielded,,
SOR,182,Bossk,Deadly Stalker,TRUE,Unit,"Cunning,Villainy",5,"Underworld,Bounty Hunter","Ambush

When you play an event: You may deal 2 damage to a unit.",,0,4,5,2,Stefano Landini,10/21/2023,FFG Stream,,126,0,0,2,0,Ambush,,
SOR,118,97th Legion,Keeping the Peace on Sullust,TRUE,Unit,Command,7,"Imperial,Trooper",This unit gets +1/+1 for each resource you control.,,0,0,0,2,Eslam Aboshady,10/22/2023,FFG Stream,,127,7,7,0,0,,,
SOR,100,Wedge Antilles,Star of the Rebellion,TRUE,Unit,"Command,Heroism",5,Rebel,Each friendly Vehicle unit gets +1/+1 and gains Ambush.,,0,5,5,3,Amélie Hutt,10/22/2023,FFG Stream,,128,1,1,0,0,Ambush,,
SOR,99,Bright Hope,The Last Transport,TRUE,Unit,"Command,Heroism",4,"Rebel,Vehicle,Transport","Sentinel

When Played: You may return a friendly non-leader ground unit to its owner's hand. If you do, draw a card.",,1,2,6,2,Randall Mackey,10/22/2023,FFG Stream,,129,0,0,0,1,Sentinel,,
SOR,171,Mission Briefing,,FALSE,Event,Aggression,3,Plan,Choose a player. They draw 2 cards.,,,,,1,Kyle Petchock,10/23/2023,FFG,https://twitter.com/UnlimitedFFG/status/1716484925224898610,,,,,,,,
SOR,80,General Tagge,Concerned Commander,TRUE,Unit,"Command,Villainy",2,"Imperial,Official",When Played: Give an Experience token to each of up to 3 Trooper units.,,0,2,2,2,Eric Hibbeler,10/24/2023,Max Tapera,https://www.youtube.com/watch?v=rSiEAriAigc,131,1,1,0,0,,,
SOR,81,Seasoned Shoretrooper,,FALSE,Unit,"Command,Villainy",2,"Imperial,Trooper","While you control 6 or more resources, this unit gets +2/+0.",,0,2,3,1,Milos Slaykovic,10/24/2023,Max Tapera,https://www.youtube.com/watch?v=rSiEAriAigc,,,,,,,,
SOR,141,Green Squadron A-Wing,,FALSE,Unit,"Aggression,Heroism",2,"Rebel,Vehicle,Fighter",Raid 2,,1,1,3,1,Francois Cannels,10/25/2023,FFG Stream,https://www.youtube.com/watch?v=6_KuVhvdcX8,133,0,0,0,0,Raid 2,,
SOR,37,Academy Defense Walker,,FALSE,Unit,"Vigilance,Villainy",6,"Imperial,Vehicle,Walker","Sentinel

When Played: Give an Experience token to each friendly damaged unit.",,0,5,5,1,Ario Murti,10/25/2023,FFG Stream,https://www.youtube.com/watch?v=6_KuVhvdcX8,134,1,1,0,0,Sentinel,,
SOR,8,Hera Syndulla,Spectre Two,TRUE,Leader,"Command,Heroism",6,"Rebel,Twi'lek,Spectre",Ignore the aspect penalty on Spectre cards you play.,"Ignore the aspect penalty on Spectre cards you play.

On Attack: You may give an Experience token to another unique unit.",0,4,6,3,Sandra Chlewi?ska,10/27/2023,FFG,https://www.instagram.com/p/Cy6BEEzM009/,135,0,0,0,0,,,
SOR,166,Infiltrator's Skill,,FALSE,Upgrade,Aggression,1,Learned,Attached unit gains Saboteur.,,,1,1,1,Sandra Chlewi?ska,10/30/2023,FFG,https://www.instagram.com/p/CzBvdajsVgp/,,,,,,,,
SOR,90,Devastator,Inescapable,TRUE,Unit,"Command,Villainy",10,"Imperial,Vehicle,Capital Ship","Sentinel

Overwhelm

When Played: You may deal damage to a unit equal to the number of resources you control.",,1,10,10,4,Ignacio Bazan Lazcano,11/2/2023,Brettballett,https://www.youtube.com/watch?v=pd4t3v3V3FI,137,0,0,10,0,Overwhelm,Sentinel,
SOR,161,Ardent Sympathizer,,FALSE,Unit,Aggression,3,Trooper,"While you have the initiative, this unit gets +2/+0.",,0,3,3,1,Luke Harrington,11/2/2023,Brettballett,https://www.youtube.com/watch?v=pd4t3v3V3FI,,,,,,,,
SOR,42,Search Your Feelings,,FALSE,Event,"Vigilance,Villainy",4,Innate,Search your deck for a card and draw it.,,,,,3,David Nash,11/3/2023,Scrawl,https://www.youtube.com/watch?v=-u_TbUj2vac,,,,,,,,
SOR,206,Mining Guild TIE Fighter,,FALSE,Unit,Cunning,1,"Fringe,Vehicle,Fighter","On Attack: You may pay {R2}. If you do, draw a card.",,1,1,2,1,Andre Mealha,11/3/2023,Scrawl,https://www.youtube.com/watch?v=-u_TbUj2vac,,,,,,,,
SOR,190,Lothal Insurgent,,FALSE,Unit,"Cunning,Heroism",2,Rebel,"When Played: If you played another card this phase, each opponent draws a card then discards a random card from their hand.",,0,3,2,1,Kevin Libranda,11/5/2023,Spice Squadron,https://youtube.com/watch?si=FhCP4nGrwmaEFZme&v=dxad6CLcs4Y,,,,,,,,
SOR,28,Jedha City,,FALSE,Base,Cunning,,Jedha,Epic Action: Give a non-leader unit -4/-0 for this phase.,,,,25,3,Rocío Espín,11/6/2023,FFG,https://www.instagram.com/p/CzT34ezMonH/,,,,,,,,
SOR,204,Greedo,Slow on the Draw,TRUE,Unit,Cunning,1,"Underworld,Bounty Hunter","When Defeated: You may discard a card from your deck. If it's not a unit, deal 2 damage to a ground unit.",,0,3,1,2,Aitor Prieto,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,143,0,0,1,0,,,
SOR,213,Syndicate Lackeys,,FALSE,Unit,Cunning,5,Underworld,Ambush,,0,5,4,1,Aitor Prieto,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,144,0,0,0,0,Ambush,,
SOR,186,No Good to Me Dead,,FALSE,Event,"Cunning,Villainy",2,Plan,Exhaust a unit. That unit can't ready this round.,,,,,2,Denis Medri,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,,,,,,,,
SOR,200,Spark of Rebellion,,FALSE,Event,"Cunning,Heroism",2,Spectre,Look at an opponent's hand and discard a card from it.,,,,,3,Kevin Libranda,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,,,,,,,,
SOR,203,Cunning,,FALSE,Event,"Cunning,Cunning",4,Innate,"Choose two, in any order:
- Return a non-leader unit with 4 or less power to its owner's hand.
- Give a unit +4/+0 for this phase.
- Exhaust up to 2 units.
- An opponent discards a random card from their hand.",,,,,4,Sandra Chlewi?ska,11/8/2023,FFG Stream,https://www.youtube.com/watch?v=_xZaeJ9oq_4,,,,,,,,
SOR,176,ISB Agent,,FALSE,Unit,"Cunning,Villainy",1,Imperial,"When Played: You may reveal an event from your hand. If you do, deal 1 damage to a unit.",,0,1,3,1,Yvette Chua,11/9/2023,Artificery,https://www.youtube.com/watch?v=nA9TUumJ68A,148,0,0,1,0,,,
SOR,180,Seventh Fleet Defender,,FALSE,Unit,"Cunning,Villainy",3,"Imperial,Vehicle,Fighter",Shielded,,1,3,2,1,Francois Cannels,11/9/2023,Artificery,https://www.youtube.com/watch?v=nA9TUumJ68A,149,0,0,0,0,Shielded,,
SOR,16,Grand Admiral Thrawn,Patient and Insightful,TRUE,Leader,"Cunning,Villainy",6,"Imperial,Official","When the action phase starts: Look at the top card of each player's deck.

Action [{R1}, {T}]: Reveal the top card of any player's deck. Exhaust a unit that costs the same as or less than the revealed card.

Epic Action: If you control 6 or more resources, deploy this leader.","When the action phase starts: Look at the top card of each player's deck.

On Attack: Reveal the top card of any player's deck. Exhaust a unit that costs the same as or less than the revealed card.",0,3,9,3,Ivan Dedov,11/10/2023,FFG,https://www.instagram.com/p/CzeLE_eMZz6/,,,,,,,,
SOR,208,Outer Rim Headhunter,,FALSE,Unit,Cunning,2,"Fringe,Vehicle,Fighter","Raid 1

On Attack: If you control a leader unit, you may exhaust a non-leader unit.",,1,1,3,1,Christian Papazoglakis,11/13/2023,FFG,https://www.instagram.com/p/Czl5dMTtRoR/,151,0,0,0,0,Raid 1,,
SOR,62,Regional Governor,,FALSE,Unit,Vigilance,2,"Imperial,Official","When Played: Name a card. While this unit is in play, opponents can't play the named card.",,0,1,4,3,Yvette Chua,11/14/2023,Maindeck,https://www.youtube.com/watch?v=dKpX3vm5Fns,,,,,,,,
SOR,185,Chimaera,Flagship of the Seventh Fleet,TRUE,Unit,"Cunning,Villainy",8,"Imperial,Vehicle,Capital Ship","Shielded

On Attack: Name a card. An opponent reveals their hand and discards a card with that name from it.",,1,8,7,3,Francois Cannels,11/14/2023,Maindeck,https://www.youtube.com/watch?v=dKpX3vm5Fns,153,0,0,0,0,Shielded,,
SOR,147,Black One,Scourge of Starkiller Base,TRUE,Unit,"Aggression,Heroism",6,"Resistance,Vehicle,Fighter","When Played/When Defeated: You may discard your hand. If you do, draw 3 cards.",,1,4,4,4,Amad Mir,11/14/2023,Discord?,,154,0,0,0,2,,,
SOR,131,Fifth Brother,Fear Hunter,TRUE,Unit,"Aggression,Villainy",3,"Force,Imperial,Inquisitor","This unit gains Raid 1 for each damage on him.

On Attack: You may deal 1 damage to this unit and 1 damage to another ground unit.",,0,2,4,2,Eslam Aboshady,11/17/2023,Deantramp,https://www.youtube.com/watch?v=JXNc74urnh4,155,0,0,0,0,Raid 2 (Conditional),,
SOR,111,Patrolling V-Wing,,FALSE,Unit,Command,2,"Vehicle,Fighter",When Played: Draw a card.,,1,1,1,1,Amad Mir,11/17/2023,Deantramp,https://www.youtube.com/watch?v=JXNc74urnh4,156,0,0,0,1,,,
SOR,215,Snapshot Reflexes,,FALSE,Upgrade,Cunning,1,Learned,,,,1,1,1,Amélie Hutt,11/20/2023,FFG,https://www.instagram.com/p/Cz37Br0sXQp/,,,,,,,,
SOR,199,Bamboozle,,FALSE,Event,"Cunning,Heroism",2,Trick,"You may discard a {Cunning} card from your hand instead of paying this event's cost.

Exhaust a unit and return each upgrade on it to its owner's hand.",,,,,2,Ario Murti,11/21/2023,Golden Dice,https://www.youtube.com/watch?v=BIoLN08ZsU4,,,,,,,,
SOR,245,Medal Ceremony,,FALSE,Event,Heroism,0,Rebel,Give an Experience token to each of up to 3 Rebel units that attacked this phase.,,,,,1,Ario Murti,11/21/2023,Golden Dice,https://www.youtube.com/watch?v=BIoLN08ZsU4,,,,,,,,
SOR,18,Jyn Erso,Resisting Oppression,TRUE,Leader,"Cunning,Heroism",6,Rebel,Action [{T}]: Attack with a unit. The defender gets -1/-0 for this attack.,"When a friendly unit is attacking, the defender gets -1/-0.",0,4,7,1,Amélie Hutt,11/24/2023,FFG,https://www.instagram.com/p/C0COM8hs2HS/,160,0,0,0,0,,,
SOR,221,Outmaneuver,,FALSE,Event,Cunning,3,Tactic,Choose an arena. Exhaust each unit in that arena.,,,,,2,Leonardo Giammichele,11/27/2023,FFG,https://www.instagram.com/p/C0J8ljfs7Uh/,,,,,,,,
SOR,64,Wilderness Fighter,,FALSE,Unit,Vigilance,3,Trooper,Shielded,,0,2,4,1,Ash Pierce,11/28/2023,TowerNumberNine,https://www.youtube.com/watch?v=ok7P-rP_E7Q,162,0,0,0,0,Shielded,,
SOR,159,Partisan Insurgent,,FALSE,Unit,Aggression,2,"Rebel,Trooper","While you control another {Aggression} unit, this unit gains Raid 2.",,0,1,4,1,Joshua Carson,11/28/2023,TowerNumberNine,https://www.youtube.com/watch?v=ok7P-rP_E7Q,163,0,0,0,0,Raid 2 (Conditional),,
SOR,95,Battlefield Marine,,FALSE,Unit,"Command,Heroism",2,"Rebel,Trooper",,,0,3,3,1,David Buisan,11/29/2023,FFG Stream,https://www.youtube.com/watch?v=bAs6Tvc4FLI,,,,,,,,
SOR,51,Luke Skywalker,Jedi Knight,TRUE,Unit,"Vigilance,Heroism",7,"Force,Jedi,Rebel","Restore 3

When Played: Give an enemy unit -3/-3 for this phase. If a friendly unit was defeated this phase, give that enemy unit -6/-6 for this phase instead.",,0,6,7,4,Eric Hibbeler,11/29/2023,FFG Stream,https://www.youtube.com/watch?v=bAs6Tvc4FLI,165,0,0,3,0,Restore 3,,
SOR,54,Jedi Lightsaber,,FALSE,Upgrade,"Vigilance,Heroism",3,"Item,Weapon,Lightsaber","Attach to a non-Vehicle unit.

If attached unit is a Force unit, it gains: ""On Attack: Give the defender -2/-2 for this phase.""",,,3,3,3,Arthur Mougne,11/29/2023,FFG Stream,https://www.youtube.com/watch?v=bAs6Tvc4FLI,,,,,,,,
SOR,24,Echo Base,,FALSE,Base,Command,,Hoth,,,,,30,1,Stephen Zavala,11/30/2023,FFG,,,,,,,,,
SOR,202,Cantina Bouncer,,FALSE,Unit,"Cunning,Cunning",5,Fringe,When Played: You may return a non-leader unit to its owner's hand.,,0,3,5,2,James Daly,12/5/2023,FFG,https://www.instagram.com/p/C0ei70jMyzb/,,,,,,,,
SOR,40,Avenger,Hunting Star Destroyer,TRUE,Unit,"Vigilance,Villainy",9,"Imperial,Vehicle,Capital Ship",When Played/On Attack: An opponent chooses a non-leader unit they control. Defeat that unit.,,1,8,8,4,Francois Cannels,12/6/2023,FFG Stream,https://www.youtube.com/watch?v=FbA5ZtoUegE,,,,,,,,
SOR,144,Red Three,Unstoppable,TRUE,Unit,"Aggression,Heroism",3,"Rebel,Vehicle,Fighter","Raid 1

Each other friendly {Heroism} unit gains Raid 1.",,1,2,3,3,Fernando Correa,12/6/2023,FFG Stream,https://www.youtube.com/watch?v=FbA5ZtoUegE,170,0,0,0,0,Raid 1,Raid 2 (Conditional),
SOR,120,Academy Training,,FALSE,Upgrade,Command,2,Learned,,,,2,2,1,David Buisan,12/6/2023,L8 Night Gaming,https://youtube.com/watch?si=2OtnXSNxF2Olskga&v=3LeS8k4YWRE&feature=youtu.be,,,,,,,,
SOR,134,Ruthless Raider,,FALSE,Unit,"Aggression,Villainy",6,"Imperial,Vehicle,Capital Ship",When Played/When Defeated: Deal 2 damage to an enemy base and 2 damage to an enemy unit.,,1,4,6,2,Christian Papazoglakis,12/6/2023,L8 Night Gaming,https://m.youtube.com/watch?si=2OtnXSNxF2Olskga&v=3LeS8k4YWRE&feature=youtu.be,172,0,0,3,0,,,
SOR,32,Scout Bike Pursuer,,FALSE,Unit,"Vigilance,Villainy",2,"Imperial,Trooper",Grit,,0,1,4,1,Mickael Balloul,12/7/2023,El Valle del Jedi,https://www.youtube.com/watch?v=IPHEMRW7h0Q,173,0,0,0,0,Grit,,
SOR,2,Iden Versio,Inferno Squad Commander,TRUE,Leader,"Vigilance,Villainy",6,"Imperial,Trooper","Action [{T}]: If an enemy unit was defeated this phase, heal 1 damage from your base.

Epic Action: If you control 6 or more resources, deploy this leader.","Shielded

When an enemy unit is defeated: Heal 1 damage from your base.",0,4,4,3,Amélie Hutt,12/8/2023,FFG,https://twitter.com/UnlimitedFFG/status/1733154603754029486,,,,,,,,
SOR,140,SpecForce Soldier,,FALSE,Unit,"Aggression,Heroism",1,"Rebel,Trooper",When Played: A unit loses Sentinel for this phase.,,0,2,2,1,Didier Nguyen,12/9/2023,Jenders Gaming,https://www.youtube.com/watch?v=ZeTe_eUeq_4,,,,,,,,
SOR,168,Precision Fire,,FALSE,Event,Aggression,1,Tactic,"Attack with a unit. It gains Saboteur for this attack. If it's a Trooper, it also gets +2/+0 for this attack.",,,,,1,Ash Pierce,12/9/2023,Jenders Gaming,https://www.youtube.com/watch?v=ZeTe_eUeq_4,176,0,0,0,0,,,
SOR,106,Attack Pattern Delta,,FALSE,Event,"Command,Command",3,Tactic,"Give a friendly unit +3/+3 for this phase.

Give another friendly unit +2/+2 for this phase.

Give a third friendly unit +1/+1 for this phase.",,,,,2,French Carlomagno,12/11/2023,FFG,https://twitter.com/UnlimitedFFG/status/1734241747914342509,,,,,,,,
SOR,156,"Benthic ""Two Tubes""",Partisan Lieutenant,TRUE,Unit,Aggression,1,"Rebel,Trooper",On Attack: Another friendly {Aggression} unit gains Raid 2 for this phase.,,0,2,2,2,Omercan Cirit,12/12/2023,Nerds Strike Back,https://www.youtube.com/watch?v=ePJDbqVirTQ,179,0,0,0,0,Raid 2 (Conditional),,
SOR,145,K-2SO,Cassian's Counterpart,TRUE,Unit,"Aggression,Heroism",4,"Rebel,Droid","Overwhelm

When Defeated: For each opponent, choose one: either deal 3 damage to that player's base, or that player discards a card from their hand.",,0,4,4,3,Ross Taylor,12/12/2023,Nerds Strike Back,https://www.youtube.com/watch?v=ePJDbqVirTQ,180,0,0,0,0,Overwhelm,,
SOR,248,Volunteer Soldier,,FALSE,Unit,,3,Trooper,"Raid 1

If you control a Trooper unit, this unit costs {R1} less to play.",,0,2,3,1,Steve Morris,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,181,0,0,0,0,Raid 1,,
SOR,52,Redemption,Medical Frigate,TRUE,Unit,"Vigilance,Heroism",8,"Rebel,Vehicle,Capital Ship","Sentinel

When Played: Heal up to 8 total damage from any number of units and/or bases. Deal that much damage to this unit.",,1,6,9,3,Christian Papazoglakis,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,182,0,0,0,0,Sentinel,,
SOR,169,Keep Fighting,,FALSE,Event,Aggression,2,Tactic,Ready a unit with 3 or less power.,,,,,1,Eslam Aboshady,12/13/2023,Hunter & Friends - Brettspiele,https://www.youtube.com/shorts/qpgdmGagTe4,,,,,,,,
SOR,201,Bodhi Rook,Imperial Defector,TRUE,Unit,"Cunning,Cunning",3,"Imperial,Rebel",When Played: Look at an opponent's hand and discard a non-unit card from it.,,0,3,3,3,Ario Murti,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,184,0,0,0,1,,,
SOR,178,Cartel Spacer,,FALSE,Unit,"Cunning,Villainy",2,"Underworld,Vehicle,Fighter","When Played: If you control another {Cunning} unit, exhaust an enemy unit that costs {R4} or less.",,1,2,3,2,Arthur Mougne,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,,,,,,,,
SOR,207,Crafty Smuggler,,FALSE,Unit,Cunning,2,Underworld,Shielded,,0,2,2,1,Amad Mir,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,186,0,0,0,0,Shielded,,
SOR,152,For A Cause I Believe In,,FALSE,Event,"Aggression,Heroism",3,Innate,"Reveal the top 4 cards of your deck. For each {Heroism} card revealed this way, deal 1 damage to an enemy base. You may discard any of the revealed cards and put the rest on top of your deck in any order.",,,,,3,Eric Hibbeler,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,,,,,,,,
SOR,34,Del Meeko,Providing Overwatch,TRUE,Unit,"Vigilance,Villainy",3,"Imperial,Trooper","Restore 1

Each even an opponent plays costs {R1} more.",,0,3,3,3,Ario Murti,12/14/2023,Hunter & Friends - Brettspiele,https://www.youtube.com/shorts/awCKPmCwtUE,188,0,0,0,0,Restore 1,,
SOR,31,Inferno Four,Unforgetting,TRUE,Unit,"Vigilance,Villainy",2,"Imperial,Vehicle,Fighter",When Played/When Defeated: Look at the top 2 cards of your deck. Put any number of them on the bottom of your deck and the rest on top in any order.,,1,2,3,2,Randall Mackey,12/19/2023,Garbage Rollers,https://garbagerollers.com/2023/12/19/interview-with-lead-designer-danny-schaefer-exclusive-card-reveals/,189,0,0,0,1,,,
SOR,205,Jawa Scavenger,,FALSE,Unit,Cunning,1,"Fringe,Jawa",Saboteur,,0,2,1,1,Christina Laviña,12/19/2023,Garbage Rollers,https://garbagerollers.com/2023/12/19/interview-with-lead-designer-danny-schaefer-exclusive-card-reveals/,190,0,0,0,0,Saboteur,,
SOR,191,Vanguard Ace,,FALSE,Unit,"Cunning,Heroism",2,"New Republic,Vehicle,Fighter","When Played: For each other card you played this phase, give an Experience token to this unit.",,1,1,1,2,Andre Mealha,12/20/2023,Board Game Theory,https://theboardgametheory.de/2023/12/20/bgt119-star-wars-unlimited/,191,1,1,0,0,,,
SOR,13,Cassian Andor,Dedicated to the Rebellion,TRUE,Leader,"Aggression,Heroism",6,Rebel,"Action [{R1}, {T}]: If you've dealt 3 or more damage to an enemy base this phase, draw a card.

Epic Action: If you control 6 or more resources, deploy this leader.","Saboteur

When you deal damage to an enemy base: You may draw a card. Use this ability only once each round.",0,4,6,3,Mickael Balloul,12/22/2023,FFG,https://www.instagram.com/p/C1KUe03MbJt/,,,,,,,,
SOR,101,Rogue Squadron Skirmisher,,FALSE,Unit,"Command,Heroism",6,"Rebel,Vehicle,Speeder","Ambush

When Played: Return a unit that costs 2 or less from your discard pile to your hand.",,0,4,6,2,Ross Taylor,12/22/2023,Jedi News,https://www.jedinews.com/featured/articles/exclusive-reveal-of-two-new-cards-for-star-wars-unlimited/,194,0,0,0,1,Ambush,,
SOR,146,Zeb Orrelios,Headstrong Warrior,TRUE,Unit,"Aggression,Heroism",5,"Rebel,Spectre","When this unit completes an attack: If the defender was defeated, you may deal 4 damage to a ground unit.",,0,5,5,2,Aitor Prieto,12/22/2023,Jedi News,https://www.jedinews.com/featured/articles/exclusive-reveal-of-two-new-cards-for-star-wars-unlimited/,,,,,,,,
