set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,back side ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional
TWI,83,General's Guardian,,FALSE,Unit,"Command,Villainy",4,"Separatist,Droid",When this unit is attacked: Create a Battle Droid token.,,0,4,4,0,Stefano Landini,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,531,1,1,0,0,,,,,,
TWI,84,Kraken,Confederate Tactician,TRUE,Unit,"Command,Villainy",5,"Separatist,Droid","When Played: Create 2 Battle Droid tokens.

On Attack: Give each friendly token unit +1/+1 for this phase.",,0,2,5,2,Aitor Prieto,9/4/2024,FFG,https://www.instagram.com/unlimitedffg/reel/C_gEyPUsVYp/,552,2,2,0,0,,,,,,
TWI,85,Kalani,Analytical General,TRUE,Unit,"Command,Villainy",6,"Separatist,Droid","On Attack: You may choose another unit. If you have the initiative, you may choose up to 2 other units instead. Give each chosen unit +2/+2 for this phase.",,0,5,7,3,Amad Mir,9/11/2024,FFG Stream,https://www.youtube.com/watch?v=r-EmeX_tYHY,594,0,2,2,0,,,,,,
TWI,86,Admiral Trench,Holding the Line,TRUE,Unit,"Command,Villainy",7,"Separatist,Official","Exploit 1

When Played: Return up to 3 units that were defeated this phase from your discard pile to your hand.",,0,5,5,2,Marc Escachx,10/3/2024,Spiel Presentation,https://twitter.com/GoldenDicePod/status/1841903538752127153/photo/1,655,0,0,0,2,Exploit,FALSE,,,,
TWI,87,Separatist Super Tank,,FALSE,Unit,"Command,Villainy",9,"Separatist,Vehicle,Tank",Exploit 3,,0,8,8,1,Jake Parker,9/4/2024,Space Arena Ground Arena,https://www.youtube.com/watch?v=8yCgKFjGf38,553,0,0,0,0,Exploit,FALSE,,,,
TWI,88,Reprocess,,FALSE,Event,"Command,Villainy",3,Supply,Choose up to 4 units in your discard pile. Put them on the bottom of your deck in a random order and create that many Battle Droid tokens.,,,,,2,Arthur Mougne,10/16/2024,FFG Stream,https://www.youtube.com/live/3NwC_4fO6h4,707,0,0,0,0,,,,,,
TWI,89,Consolidation of Power,,FALSE,Event,"Command,Villainy",6,Plan,"Choose any number of friendly units. You may play a unit from your hand if its cost is less than or equal to the combined power of the chosen units for free. Then, defeat the chosen units.",,,,,3,Ario Murti,8/21/2024,FFG Stream,https://www.youtube.com/watch?v=EXn5S4FWm0M,541,0,0,0,0,,,,,,
TWI,90,Echo,Valiant ARC Trooper,TRUE,Unit,"Command,Heroism",2,"Republic,Clone,Trooper",Coordinate - This unit gets +2/+2.,,0,2,2,2,Sebastián Guidobono,9/4/2024,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,558,0,0,0,0,Coordinate,FALSE,,,,
TWI,91,Republic Tactical Officer,,FALSE,Unit,"Command,Heroism",2,"Republic,Clone",When Played: You may attack with a Republic unit. It gets +2/+0 for this attack.,,0,1,4,1,Ario Anindito,9/4/2024,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,559,2,0,0,0,,,,,,
TWI,92,Admiral Yularen,Advising Caution,TRUE,Unit,"Command,Heroism",3,"Republic,Official","Restore 1

Each other friendly {Heroism} unit gets +0/+1.",,0,2,5,3,Eric Hibbeler,9/18/2024,FFG,https://www.instagram.com/unlimitedffg/reel/DAEBMFUShAE/,611,0,2,0,0,Restore,FALSE,,,,
TWI,93,Advanced Recon Commando,,FALSE,Unit,"Command,Heroism",3,"Republic,Clone,Trooper",Overwhelm,,0,4,3,1,Hoan Nguyen,10/22/2024,Press Kit Day,https://x.com/GoldenDicePod/status/1848727658818871740/photo/1,758,0,0,0,0,Overwhelm,FALSE,,,,
TWI,94,Shaak Ti,Unity Wins Wars,TRUE,Unit,"Command,Heroism",4,"Force,Jedi,Republic","Each friendly token unit gets +1/+0.

On Attack: Create a Clone Trooper token.",,0,3,4,2,Tatsiana Maksimuk,9/2/2024,FFG,https://www.instagram.com/unlimitedffg/reel/C_a0VZCJSYR/,543,2,1,0,0,,,,,,
TWI,95,Pelta Supply Frigate,,FALSE,Unit,"Command,Heroism",5,"Republic,Vehicle,Capital Ship",Coordinate - When Played: Create a Clone Trooper Token.,,1,3,6,1,Fernando Correa,9/4/2024,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,562,0,0,0,0,Coordinate,FALSE,,,,
TWI,96,Aayla Secura,Master of the Blade,TRUE,Unit,"Command,Heroism",5,"Force,Jedi,Republic",Coordinate - On Attack: Prevent all combat damage that would be deal to this unit for this attack.,,0,6,5,4,Tatsiana Maksimuk,9/20/2024,Fantha Tracks,https://www.fanthatracks.com/news/gaming/exclusive-reveal-two-new-cards-from-star-wars-unlimited-twilight-of-the-republic/,614,0,0,0,0,Coordinate,FALSE,,,,
TWI,97,Captain Rex,Lead by Example,TRUE,Unit,"Command,Heroism",6,"Republic,Clone,Trooper",When Played: Create 2 Clone Trooper tokens.,,0,3,3,0,Eric Hibbeler,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,530,4,4,0,0,,,,,,
TWI,98,Republic Defense Carrier,,FALSE,Unit,"Command,Heroism",11,"Republic,Vehicle,Capital Ship","This unit costs {R1} less to play for each unit controlled by the opponent who controls the most units.

Sentinel",,1,6,7,2,Francois Cannels,10/9/2024,Outer Rim CCG,https://www.youtube.com/watch?v=JcZeqkVArdQ,683,0,0,0,0,Sentinel,FALSE,,,,
TWI,99,Synchronized Strike,,FALSE,Event,"Command,Heroism",2,Tactic,Deal damage to an enemy unit equal to the number of units you control in its arena.,,,,,2,Robynn Frauhn,9/20/2024,RybackStun,https://www.youtube.com/watch?v=ifpuiL2CeOQ,619,0,0,0,0,,,,,,
TWI,100,Petition the Senate,,FALSE,Event,"Command,Heroism",3,Tactic,"If you control 3 or more Official units, draw 3 cards.",,,,,3,Tatsiana Maksimuk,10/22/2024,Press Kit Day,,772,0,0,0,0,,,,,,
TWI,101,Mas Amedda,Vice Chair,TRUE,Unit,"Command,Command",2,"Republic,Official","When you play another unit: You may exhaust this unit. If you do, search the top 4 cards of your deck for a unit, reveal it, and draw it.",,0,0,4,3,Amad Mir,9/13/2024,Outmaneuver,https://www.youtube.com/watch?v=Zige_ug9PZs,603,0,0,0,1,,,,,,
TWI,102,Manufactured Soldiers,,FALSE,Event,"Command,Command",3,Supply,"Choose one:
- Create 2 Clone Trooper tokens.
- Create 3 Battle Droid tokens.",,,,,2,Ario Murti,9/6/2024,Puente 3,https://www.youtube.com/watch?v=Z5yvxaYAJOI,568,0,0,0,0,,,,,,
TWI,103,Pyrrhic Assault,,FALSE,Event,"Command,Command",3,Disaster,"For this phase, each friendly unit gains: ""When Defeated: Deal 2 damage to an enemy unit.""",,,,,4,JB Casacop,10/15/2024,FFG,https://x.com/UnlimitedFFG/status/1846302573239664776,697,0,0,0,0,,,,,,
TWI,104,Obedient Vanguard,,FALSE,Unit,Command,1,"Separatist,Droid,Trooper","Raid 1

When Defeated: You may give a Trooper unit +2/+2 for this phase.",,0,1,1,1,Earl John Dela Cruz,9/27/2024,Echo Base Gaming,https://www.youtube.com/watch?v=mjW9YZKF9Qw,633,1,1,0,0,Raid,FALSE,,,,
TWI,105,Steadfast Senator,,FALSE,Unit,Command,1,"Republic,Official","Action [{R2}, {T}]: Attach with a unit. It gets +2/+0 for this attack.",,0,0,4,2,Hoan Nguyen,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,723,0,0,0,0,,,,,,
TWI,106,Coruscant Guard,,FALSE,Unit,Command,2,"Republic,Clone,Trooper",Coordinate — Ambush,,0,3,2,1,Kyle Petchock,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,527,0,0,0,0,Ambush,TRUE,Coordinate,FALSE,,
TWI,107,Patrolling V-Wing,,FALSE,Unit,Command,2,"Vehicle,Fighter",When Played: Draw a card.,,1,1,1,0,Amad Mir,,,,156,0,0,0,1,,,,,,
TWI,108,Ryloth Militia,,FALSE,Unit,Command,2,"Twi'lek,Trooper",Raid 1,,0,2,3,1,Benjamin Paulus,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,722,0,0,0,0,Raid,FALSE,,,,
TWI,109,501st Liberator,,FALSE,Unit,Command,3,"Republic,Clone,Trooper","When Played: If you control another Republic unit, you may heal 3 damage from a base.",,0,3,3,1,Andre Mealha,9/9/2024,Alliance Dispatch,https://www.youtube.com/shorts/c3RY71OQ2-E,576,0,0,0,0,,,,,,
TWI,110,Huyang,Enduring Instructor,TRUE,Unit,Command,3,"Jedi,Droid","When Played: Choose another friendly unit. While this unit is in play, the chosen unit gets +2/+2.",,0,2,4,3,David Buisan,10/16/2024,FFG,https://x.com/UnlimitedFFG/status/1846566992708247977,700,2,2,0,0,,,,,,
TWI,111,Republic ARC-170,,FALSE,Unit,Command,3,"Republic,Vehicle,Fighter",,,1,3,4,1,Sebastián Guidobono,10/9/2024,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,668,0,0,0,0,,,,,,
TWI,112,Subjugating Starfighter,,FALSE,Unit,Command,4,"Separatist,Vehicle,Fighter","Ambush

When Played: If you have the initiative, create a Battle Droid token.",,1,3,3,1,Amad Mir,10/9/2024,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,669,1,1,0,0,Ambush,FALSE,,,,
TWI,113,B2 Legionnaires,,FALSE,Unit,Command,5,"Separatist,Droid,Trooper","Sentinel

Overwhelm",,0,5,4,1,Johnny Morrow,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,724,0,0,0,0,Overwhelm,FALSE,Sentinel,FALSE,,
TWI,114,Clone Commander Cody,Commanding the 212th,TRUE,Unit,Command,5,"Republic,Clone,Trooper","Overwhelm

Coordinate - Each other friendly unit gets +1/+1 and gains Overwhelm.",,0,4,4,2,Guillaume Ospital,9/22/2024,Ice Cave Radio,https://www.youtube.com/watch?v=03PadiDRGEc,621,1,1,0,0,Overwhelm,FALSE,Coordinate,FALSE,,
TWI,115,Osi Sobeck,Warden of the Citadel,TRUE,Unit,Command,6,Separatist,"Exploit 3

When Played: This unit captures an enemy non-leader ground unit with cost equal to or less than the number of resources paid to play this unit.",,0,3,6,2,Aitor Prieto,10/11/2024,FFG,https://www.instagram.com/p/DA9M09aOq6d/,693,0,0,5,0,Exploit,FALSE,,,,
TWI,116,Clone,,FALSE,Unit,Command,7,Clone,"You may have this unit enter play as a copy of a non-leader, non-Vehicle unit in play, except it gains the Clone trait and is not unique.",,0,0,0,4,Arthur Mougne,10/14/2024,Pure Sabacc,https://twitter.com/SWUnlimited_fr/status/1845721629235548273/photo/1,688,7,7,0,0,,,,,,
TWI,117,Baktoid Spider Droid,,FALSE,Unit,Command,8,"Separatist,Droid,Walker","Exploit 2

Ambush",,0,5,6,1,Ario Anindito,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,720,0,0,0,0,Ambush,FALSE,Exploit,FALSE,,
TWI,118,Gor,Grievous's Pet,TRUE,Unit,Command,12,"Separatist,Creature","Exploit 3
Sentinel
Ambush
Overwhelm",,0,7,7,4,Leonardo Giammichele,8/30/2024,FFG,https://www.instagram.com/unlimitedffg/reel/C_TF87IpfYY/,544,0,0,0,0,Ambush,FALSE,Overwhelm,FALSE,Sentinel,FALSE
TWI,119,Nameless Valor,,FALSE,Upgrade,Command,1,Learned,"Attach to a token unit.

Attached unit gains Overwhelm.",,,0,0,2,Facundo Moyano,9/26/2024,ComicBook.com,https://comicbook.com/gaming/news/star-wars-unlimited-reveals-two-new-twilight-of-the-republic-cards-exclusive/,634,0,0,0,0,,,,,,
TWI,120,Strategic Acumen,,FALSE,Upgrade,Command,1,Learned,"Attached unit gains: ""Action [{T}]: Play a unit from your hand. It costs {R1} less.""",,,0,0,1,Ario Murti,10/16/2024,FFG Stream,https://www.youtube.com/live/3NwC_4fO6h4,706,0,0,0,0,,,,,,
TWI,121,General's Blade,,FALSE,Upgrade,Command,3,"Item,Weapon,Lightsaber","Attach to a non-Vehicle unit.

If attached unit is a Jedi, it gains: ""On Attack: The next unit you play this phase costs {R2} less.""",,,0,0,3,Amad Mir,8/14/2024,FFG Stream,https://www.youtube.com/watch?v=aLXl0auRTIQ,538,0,0,0,0,,,,,,
TWI,122,Squad Support,,FALSE,Upgrade,Command,3,Learned,"Attach to a non-leader unit.

Attached unit gains: ""This unit gets +1/+1 for each Trooper unit you control.""",,,0,0,2,Eslam Aboshady,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,721,0,0,0,0,,,,,,
TWI,123,Outflank,,FALSE,Event,Command,1,Tactic,Attack with 2 units.,,,,,0,Kyle Petchock,,,,354,0,0,0,0,,,,,,
TWI,124,Tactical Advantage,,FALSE,Event,Command,1,Tactic,Give a unit +2/+2 for this phase.,,,,,0,Eslam Aboshady,,,,,,,,,,,,,,
TWI,125,The Clone Wars,,FALSE,Event,Command,2,Disaster,Pay any number of resources. Create that many Clone Trooper tokens. Each opponent creates that many Battle Droid tokens.,,,,,3,James Daly,9/7/2024,Asmodee,https://x.com/GarbageRollers/status/1832456071417405712,571,0,0,0,0,,,,,,
TWI,126,Encouraging Leadership,,FALSE,Event,Command,3,Learned,Give each friendly unit +1/+1 for this phase.,,,,,1,Sebastián Guidobono,10/9/2024,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,670,0,0,0,0,,,,,,
TWI,127,Resupply,,FALSE,Event,Command,3,Supply,Put this event into play as a resource.,,,,,1,Robynn Frauhn,,,,,,,,,,,,,,
TWI,128,Take Captive,,FALSE,Event,Command,3,Tactic,A friendly unit captures an enemy non-leader unit in the same arena.,,,,,1,Guillaume Ospital,,,,301,0,0,0,0,,,,,,
TWI,129,In Defense of Kamino,,FALSE,Event,Command,4,Republic,"For this phase, each friendly Republic unit gains Restore 2 and: ""When Defeated: Created a Clone Trooper token.""",,,,,3,Omercan Cirit,10/16/2024,TCGPlayer,https://infinite.tcgplayer.com/article/Our-EXCLUSIVE-Twilight-of-the-Republic-Preview-Cards/ef60dd7c-9ac8-466c-914c-5003389c1e7f,699,0,0,0,0,,,,,,
TWI,130,Bo-Katan Kryze,Death Watch Lieutenant,TRUE,Unit,"Aggression,Villainy",2,"Mandalorian,Trooper","While you control another Mandalorian unit, this unit gains Overwhelm and Saboteur.

While you control another Trooper unit, this unit gets +1/+0.",,0,2,3,3,Tatsiana Maksimuk,10/12/2024,L8 Night Gaming,https://www.youtube.com/watch?v=OaJBOGZ46Rg,687,0,0,0,0,Overwhelm,TRUE,Saboteur,TRUE,,
TWI,131,OOM-Series Officer,,FALSE,Unit,"Aggression,Villainy",2,"Separatist,Droid",When Defeated: Deal 2 damage to a base.,,0,2,1,1,Ario Anindito,9/11/2024,FFG Stream,https://www.youtube.com/live/r-EmeX_tYHY,585,0,0,2,0,,,,,,
TWI,132,Confederate Tri-Fighter,,FALSE,Unit,"Aggression,Villainy",3,"Separatist,Droid,Vehicle,Fighter",Based can't be healed.,,1,3,3,2,Facundo Moyano,9/6/2024,Artificery,https://www.youtube.com/watch?v=FQdp1rgoo_M,569,0,0,0,0,,,,,,
TWI,133,B1 Attack Platform,,FALSE,Unit,"Aggression,Villainy",3,"Separatist,Droid,Trooper",,,0,5,2,1,Eslam Aboshady,9/5/2024,Planning Phase Syndicate,https://www.youtube.com/watch?v=NSD6D2PLcTk,566,0,0,0,0,,,,,,
TWI,134,Asajj Ventress,Count Dooku's Assassin,TRUE,Unit,"Aggression,Villainy",4,"Force,Separatist,Sith","Exploit 2

On Attack: If you've attacked with another Separatist unit this phase, this unit gets +3/+0 for this phase.",,0,2,4,2,Elena Skitalets,,,,521,0,0,0,0,Exploit,FALSE,,,,
TWI,135,Darth Maul,Revenge At Last,TRUE,Unit,"Aggression,Villainy",5,"Force,Sith",This unit can attack 2 units instead of 1.,,0,5,6,4,Leonardo Giammichele,,,,522,0,0,0,0,,,,,,
TWI,136,Squadron of Vultures,,FALSE,Unit,"Aggression,Villainy",6,"Separatist,Droid,Vehicle,Fighter",Exploit 3,,1,5,4,1,Francois Cannels,9/11/2024,FFG Stream,https://www.youtube.com/live/r-EmeX_tYHY,586,0,0,0,0,Exploit,FALSE,,,,
TWI,137,Savage Opress,Monster,TRUE,Unit,"Aggression,Villainy",7,"Force,Night,Underworld","When Played: If you control fewer units than an opponent, ready this unit.",,0,7,7,2,Stefano Landini,9/5/2024,KTOD,https://www.youtube.com/watch?v=VBkAQE-QuR0,564,0,0,0,0,,,,,,
TWI,138,Count Dooku,Fallen Jedi,TRUE,Unit,"Aggression,Villainy",8,"Force,Separatist,Sith","Exploit 2

Overwhelm

When Played: For each unit you exploited while playing this card, you may deal damage to an enemy unit equal to the power of the exploited unit.",,0,6,6,3,David Buisan,10/11/2024,FFG,https://www.instagram.com/unlimitedffg/reel/DA_PwVWMBk_/,686,0,0,4,0,Overwhelm,FALSE,Exploit,FALSE,,
TWI,139,Corner the Prey,,FALSE,Event,"Aggression,Villainy",1,Tactic,Attach with a unit. It gets +1/+0 for this attack for each damage on the defender at the start of this attack.,,,,,3,Benjamin Paulus,10/22/2024,Press Kit Day,https://x.com/IRebelDestiny/status/1848716932456870149/photo/4,738,0,0,0,0,,,,,,
TWI,140,Self-Destruct,,FALSE,Event,"Aggression,Villainy",2,Tactic,"Defeat a friendly unit. If you do, deal 4 damage to a unit.",,,,,2,Eslam Aboshady,9/30/2024,Roll On Gaming,https://www.youtube.com/watch?v=cXsoCk9UYz0,642,0,0,0,0,,,,,,
TWI,141,Soldier of the 501st,,FALSE,Unit,"Aggression,Heroism",1,"Republic,Clone,Trooper",Raid 1,,0,1,3,1,Kyle Petchock,10/2/2024,Roll for Crit,https://www.youtube.com/watch?v=xgbYAKTs4tY,646,0,0,0,0,Raid,FALSE,,,,
TWI,142,Anakin's Interceptor,Where the Fun Begins,TRUE,Unit,"Aggression,Heroism",2,"Jedi,Republic,Vehicle,Fighter","While your base has 15 or more damage on it, this unit gets +2/+0.",,1,2,3,2,Ignacio Bazan Lazcano,10/2/2024,Roll for Crit,https://www.youtube.com/watch?v=xgbYAKTs4tY,645,1,0,0,0,,,,,,
TWI,143,Jyn Erso,Stardust,TRUE,Unit,"Aggression,Heroism",2,Rebel,"While an enemy unit has been defeated this phase, this unit gets +1/+0 and gains Saboteur.",,0,3,2,3,Robynn Frauhn,10/19/2024,Quest for the Janklord,https://www.youtube.com/watch?v=Gny0VYeJdTk,716,0,0,0,0,Saboteur,TRUE,,,,
TWI,144,Batch Brothers,,FALSE,Unit,"Aggression,Heroism",3,"Republic,Clone,Trooper",When Played: Create a Clone Trooper token.,,0,2,1,1,Tatsiana Maksimuk,9/4/2024,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,554,2,2,0,0,,,,,,
TWI,145,Jesse,Hard-Fighting Patriot,TRUE,Unit,"Aggression,Heroism",3,"Republic,Clone,Trooper","Raid 1

When Played: An opponent creates 2 Battle Droid tokens.",,0,4,4,2,Denis Medri,8/14/2024,FFG Stream,https://www.youtube.com/watch?v=aLXl0auRTIQ,539,-2,-2,0,0,Raid,FALSE,,,,
TWI,146,Steela Gerrera,Beloved Tactician,TRUE,Unit,"Aggression,Heroism",4,Fringe,"When Played/When Defeated: You may deal 2 damage to your base. If you do, search the top 8 cards of your deck for a Tactic card, reveal it, and draw it.",,0,4,3,3,Ann Maulina,10/22/2024,Press Kit Day,https://x.com/ggDoA/status/1848725024242327745/photo/1,752,0,0,0,0,,,,,,
TWI,147,Anakin Skywalker,Maverick Mentor,TRUE,Unit,"Aggression,Heroism",5,"Force,Jedi,Republic",Coordinate — On Attack: Draw a card.,,0,6,6,0,Eric Hibbeler,8/1/2024,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,529,0,0,0,0,Coordinate,FALSE,,,,
TWI,148,Senatorial Corvette,,FALSE,Unit,"Aggression,Heroism",5,"Republic,Vehicle,Capital Ship","Saboteur

When Defeated: Each opponent discards a card from their hand.",,1,5,4,1,French Carlomagno,10/22/2024,Press Kit Day,https://x.com/GoldenDicePod/status/1848727658818871740/photo/1,759,0,0,0,1,Saboteur,FALSE,,,,
TWI,149,Low Altitude Gunship,,FALSE,Unit,"Aggression,Heroism",6,"Republic,Vehicle,Transport","Overwhelm

When Played: Choose an enemy unit. Deal 1 damage to it for each friendly Republic unit.",,0,6,5,2,Stephen Zavala,9/4/2024,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,555,0,0,2,0,Overwhelm,FALSE,,,,
TWI,150,Saw Gerrera,Resistance Is Not Terrorism,TRUE,Unit,"Aggression,Heroism",6,"Fringe,Trooper","Raid 2

On Attack: If your base has 15 or more damage on it, deal 1 damage to each enemy ground unit.",,0,4,8,3,Amélie Hutt,10/14/2024,IGN,https://twitter.com/IGN/status/1845811960438206955,690,0,0,2,0,Raid,FALSE,,,,
TWI,151,Resolute,Under Anakin's Command,TRUE,Unit,"Aggression,Heroism",10,"Republic,Vehicle,Capital Ship","This unit costs {R1} less to play for every 5 damage on your base.

When Played/On Attack: Deal 2 damage to an enemy unit and each other enemy unit with the same name as that unit.",,1,8,8,4,Christian Papazoglakis,10/16/2024,TCGPlayer,https://infinite.tcgplayer.com/article/Our-EXCLUSIVE-Twilight-of-the-Republic-Preview-Cards/ef60dd7c-9ac8-466c-914c-5003389c1e7f,698,0,0,2,0,,,,,,
TWI,152,Mace Windu's Lightsaber,,TRUE,Upgrade,"Aggression,Heroism",2,"Item,Weapon,Lightsaber","Attach to a non-Vehicle unit.

When Played: If attached unit is Mace Windu, draw 2 cards.",,,0,0,3,Milos Slaykovic,9/17/2024,Garbage Rollers,https://garbagerollers.com/2024/09/17/party-crashing-card-reveals/,609,0,0,0,0,,,,,,
TWI,153,Bold Resistance,,FALSE,Event,"Aggression,Heroism",3,Tactic,Choose up to 3 units that share the same Trait. Each of those units gets +2/+0 for this phase.,,,,,2,Maxine Vee,10/2/2024,FFG Stream,https://www.youtube.com/watch?v=jC-VcWiO5M8,652,0,0,0,0,,,,,,
TWI,154,Mister Bones,I Performed Violence,TRUE,Unit,"Aggression,Aggression",1,"Fringe,Droid","On Attack: If you have no cards in your hand, you may deal 3 damage to a ground unit.",,0,3,1,3,Amad Mir,9/23/2024,Unplayable,https://www.youtube.com/watch?v=oMkr8l5U78o,622,0,0,1,0,,,,,,
TWI,155,Twice the Pride,,FALSE,Upgrade,"Aggression,Aggression",2,Innate,When Played: Deal 2 damage to attached unit.,,,0,0,2,Amélie Hutt,9/17/2024,The Force Unlimited,https://www.youtube.com/watch?v=gwFER1SHwMk,604,0,0,0,0,,,,,,
TWI,156,Unlimited Power,,FALSE,Event,"Aggression,Aggression",6,Force,"Deal 4 damage to a unit, 3 damage to a second unit, 2 damage to a third unit, and 1 damage to a fourth unit.",,,,,4,Marc Escachx,10/8/2024,FFG,https://www.instagram.com/unlimitedffg/reel/DA4Rj88yUNt/,664,0,0,0,0,,,,,,
TWI,157,Disaffected Senator,,FALSE,Unit,Aggression,1,"Separatist,Official","Action [{R2}, {T}]: Deal 2 damage to a base.",,0,0,4,2,Earl John Dela Cruz,10/22/2024,Press Kit Day,,768,0,0,0,0,,,,,,
TWI,158,Clone Heavy Gunner,,FALSE,Unit,Aggression,2,"Republic,Clone,Trooper",Coordinate - This unit gets +2/+0.,,0,1,3,1,Eslam Aboshady,9/20/2024,Fantha Tracks,https://www.fanthatracks.com/news/gaming/exclusive-reveal-two-new-cards-from-star-wars-unlimited-twilight-of-the-republic/,615,0,0,0,0,Coordinate,FALSE,,,,
TWI,159,Dendup's Loyalist,,FALSE,Unit,Aggression,2,"Fringe,Trooper",Overwhelm,,0,2,3,1,Sandra Chlewińska,10/9/2024,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,671,0,0,0,0,Overwhelm,FALSE,,,,
TWI,160,Vanguard Droid Bomber,,FALSE,Unit,Aggression,2,"Separatist,Droid,Vehicle,Fighter","When Played: If you control another Separatist unit, deal 2 damage to an enemy base.",,1,2,2,1,Christian Papazoglakis,9/12/2024,Rolling Solo,https://twitter.com/TryRollingSolo/status/1834358966433829264,599,0,0,2,0,,,,,,
TWI,161,Bold Recon Commando,,FALSE,Unit,Aggression,3,"Republic,Clone,Trooper",Saboteur,,0,3,4,1,Omercan Cirit,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,732,0,0,0,0,Saboteur,FALSE,,,,
TWI,162,Reckless Torrent,,FALSE,Unit,Aggression,3,"Republic,Vehicle,Fighter",Coordinate - When Played: You may deal 2 damage to a friendly unit and 2 damage to an enemy unit in the same arena.,,1,3,1,1,Kyle Petchock,10/22/2024,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,733,0,0,1,0,Coordinate,FALSE,,,,
TWI,163,Relentless Rocket Droid,,FALSE,Unit,Aggression,4,"Separatist,Droid,Trooper","While you control another Trooper unit, this unit gets +2/+0.",,0,3,5,1,Joshua Carson,9/9/2024,FFG,https://starwarsunlimited.com/cards?expansion=18&searchTerm=relentless&cid=1368135704,581,1,0,0,0,,,,,,
TWI,164,Hevy,Staunch Martyr,TRUE,Unit,Aggression,4,"Republic,Clone,Trooper","Coordinate - Raid 2

When Defeated: Deal 1 damage to each enemy ground unit.",,0,4,4,2,Sebastián Guidobono,9/9/2024,FFG,https://www.instagram.com/unlimitedffg/reel/C_s1_7koiqj/,573,0,0,2,0,Coordinate,FALSE,Raid,TRUE,,
TWI,165,Kit Fisto,The Smiling Jedi,TRUE,Unit,Aggression,6,"Force,Jedi,Republic","Saboteur

Coordinate - On Attack: You may deal 3 damage to a ground unit.",,0,7,6,3,Aitor Prieto,9/16/2024,FFG,https://www.instagram.com/unlimitedffg/reel/C_-3d4dKHB4/,607,0,0,1,0,Coordinate,FALSE,Saboteur,FALSE,,
TWI,166,Aurra Sing,Crackshot Sniper,TRUE,Unit,Aggression,7,"Underworld,Bounty Hunter","Overwhelm

When an enemy ground unit attacks your base: Ready this unit.",,0,7,6,2,David Buisan,8/21/2024,FFG Stream,https://www.youtube.com/watch?v=EXn5S4FWm0M,540,0,0,0,0,Overwhelm,FALSE,,,,
TWI,167,Heavy Persuader Tank,,FALSE,Unit,Aggression,7,"Separatist,Droid,Vehicle,Tank","Exploit 2

When Played: You may deal 2 damage to a ground unit.",,0,6,5,1,Afif Khaled,10/16/2024,FFG Stream,https://www.youtube.com/live/3NwC_4fO6h4,705,0,0,2,0,Exploit,FALSE,,,,
TWI,168,Old Access Codes,,FALSE,Upgrade,Aggression,1,Item,"When Played: If an opponent controls more units than you, draw a card.",,,0,0,1,Fernando Correa,10/22/2024,Press Kit Day,https://twitter.com/ggDoA/status/1848727548240236955/photo/1,725,0,0,0,0,,,,,,
TWI,169,Clone Cohort,,FALSE,Upgrade,Aggression,2,Supply,"Attached unit gains Raid 2 and: ""When Defeated: Create a Clone Trooper token.""",,,0,0,2,Felipe Goncalves,9/27/2024,Jedi News,https://www.jedinews.com/gaming/articles/exclusive-reveal-of-two-new-cards-from-star-wars-unlimited-twilight-of-the-republic/,636,0,0,0,0,,,,,,
TWI,170,Daring Raid,,FALSE,Event,Aggression,1,Tactic,Deal 2 damage to a unit or base.,,,,,1,Ario Murti,,,,475,0,0,0,0,,,,,,
TWI,171,Grenade Strike,,FALSE,Event,Aggression,2,Tactic,Deal 2 damage to a unit. You may deal 1 damage to another unit in the same arena.,,,,,1,French Carlomagno,9/11/2024,SWU Cube,https://www.youtube.com/watch?v=a-xcXthFEsw,584,0,0,0,0,,,,,,
