set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Smuggle Cost
SOR,86,Gladiator Star Destroyer,,FALSE,Unit,"Command,Villainy",6,"Imperial,Vehicle,Capital Ship",When Played: Give a unit Sentinel for this phase.,,1,5,6,1,Arthur Mougne,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,78,0,0,0,0,,,,,,,
SOR,87,Darth Vader,Commanding the First Legion,TRUE,Unit,"Command,Villainy",7,"Force,Imperial,Sith","Ambush

When Played: Search the top 10 cards of your deck for any number of {Villainy} units with combined cost 3 or less and play each of them for free.",,0,5,7,4,Ivan Dedov,12/25/2023,FFG,https://www.instagram.com/p/C1SC47NJxSl/,196,3,3,0,1,Ambush,FALSE,,,,,
SOR,88,Blizzard Assault AT-AT,,FALSE,Unit,"Command,Villainy",8,"Imperial,Vehicle,Walker",When this unit attacks and defeats a unit: You may deal the excess damage from this attack to an enemy ground unit.,,0,9,9,2,Arthur Mougne,8/22/2023,Rolling Dice and Taking Names,https://twitter.com/DiceAndNames/status/1694032378761560112,,,,,,,,,,,,
SOR,89,Relentless,Konstantine's Folly,TRUE,Unit,"Command,Villainy",9,"Imperial,Vehicle,Capital Ship",The first event played by each opponent each round loses all abilities.,,1,8,8,3,Ross Taylor,8/9/2023,Polygon,https://www.polygon.com/23826374/star-wars-unlimited-rules-preview-tcg-release-date-price,,,,,,,,,,,,
SOR,90,Devastator,Inescapable,TRUE,Unit,"Command,Villainy",10,"Imperial,Vehicle,Capital Ship","Sentinel

Overwhelm

When Played: You may deal damage to a unit equal to the number of resources you control.",,1,10,10,4,Ignacio Bazan Lazcano,11/2/2023,Brettballett,https://www.youtube.com/watch?v=pd4t3v3V3FI,137,0,0,10,0,Overwhelm,FALSE,Sentinel,FALSE,,,
SOR,91,The Emperor's Legion,,FALSE,Event,"Command,Villainy",2,"Imperial,Supply",Return each unit in your discard pile that was defeated this phase to your hand.,,,,,3,Eslam Aboshady,2/1/2024,FFG,https://twitter.com/UnlimitedFFG/status/1753085917370212570,246,0,0,0,0,,,,,,,
SOR,92,Overwhelming Barrage,,FALSE,Event,"Command,Villainy",5,Tactic,"Give a friendly unit +2/+2 for this phase. Then, it deals damage equal to its power divided as you choose among any number of other units.",,,,,2,Francois Cannels,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,,,,,,,,,,,,
SOR,93,Alliance Dispatcher,,FALSE,Unit,"Command,Heroism",1,Rebel,Action [{T}]: Play a unit from your hand. It costs {R1} less.,,0,1,2,1,Milos Slaykovic,1/18/2024,Papskubber.dk,,230,0,0,0,0,,,,,,,
SOR,94,Bail Organa,Rebel Councilor,TRUE,Unit,"Command,Heroism",1,"Rebel,Official",,Action [{T}]: Give an Experience token to another friendly unit.,0,1,2,3,Milos Slaykovic,2/8/2024,FFG,https://twitter.com/UnlimitedFFG/status/1755622627765350488,250,0,0,0,0,,,,,,,
SOR,95,Battlefield Marine,,FALSE,Unit,"Command,Heroism",2,"Rebel,Trooper",,,0,3,3,1,David Buisan,11/29/2023,FFG Stream,https://www.youtube.com/watch?v=bAs6Tvc4FLI,,,,,,,,,,,,
SOR,96,Mon Mothma,Voice of the Rebellion,TRUE,Unit,"Command,Heroism",2,"Rebel,Official","When Played: Search the top 5 cards of your deck for a Rebel card, reveal it, and draw it.",,0,1,3,2,Eric Hibbeler,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,212,0,0,0,1,,,,,,,
SOR,97,Admiral Ackbar,Brilliant Strategist,TRUE,Unit,"Command,Heroism",3,"Rebel,Official","Restore 1

When Played: You may deal damage to a unit equal to the number of units your control in its arena.",,0,1,4,3,Luke Harrington,9/6/2023,FFG Stream,https://www.youtube.com/watch?v=DkykRONC6GE,90,0,0,2,0,Restore,FALSE,,,,,
SOR,98,Echo Base Defender,,FALSE,Unit,"Command,Heroism",3,"Rebel,Trooper",,Sentinel,0,4,3,1,Thomas Wievegg,12/27/2023,Nerdly,https://www.nerdly.co.uk/2023/12/27/exclusive-sneak-peek-at-3-upcoming-star-wars-unlimited-trading-cards/,198,0,0,0,0,Sentinel,FALSE,,,,,
SOR,99,Bright Hope,The Last Transport,TRUE,Unit,"Command,Heroism",4,"Rebel,Vehicle,Transport","Sentinel

When Played: You may return a friendly non-leader ground unit to its owner's hand. If you do, draw a card.",,1,2,6,2,Randall Mackey,10/22/2023,FFG Stream,,129,0,0,0,1,Sentinel,FALSE,,,,,
SOR,100,Wedge Antilles,Star of the Rebellion,TRUE,Unit,"Command,Heroism",5,Rebel,Each friendly Vehicle unit gets +1/+1 and gains Ambush.,,0,5,5,3,Amélie Hutt,10/22/2023,FFG Stream,,128,1,1,0,0,,,,,,,
SOR,101,Rogue Squadron Skirmisher,,FALSE,Unit,"Command,Heroism",6,"Rebel,Vehicle,Speeder","Ambush

When Played: Return a unit that costs 2 or less from your discard pile to your hand.",,0,4,6,2,Ross Taylor,12/22/2023,Jedi News,https://www.jedinews.com/featured/articles/exclusive-reveal-of-two-new-cards-for-star-wars-unlimited/,194,0,0,0,1,Ambush,FALSE,,,,,
SOR,102,Home One,Alliance Flagship,TRUE,Unit,"Command,Heroism",8,"Rebel,Vehicle,Capital Ship","Restore 2

Each other friendly unit gains Restore 1.

When Played: Play a {Heroism} unit from your discard pile. It costs {R3} less.",,1,7,7,4,Amélie Hutt,9/6/2023,FFG Stream,https://www.youtube.com/watch?v=DkykRONC6GE,89,0,0,0,0,Restore,FALSE,,,,,
SOR,103,Rebel Assault,,FALSE,Event,"Command,Heroism",1,"Rebel,Tactic","Attack with a Rebel unit. It gets +1/+0 for this attack.

Then, attack with another Rebel unit. It gets +1/+0 for this attack.",,,,,2,French Carlomagno,1/31/2024,FFG,https://www.youtube.com/watch?v=YyevyGEv1gg,244,0,0,0,0,,,,,,,
SOR,104,U-Wing Reinforcement,,FALSE,Event,"Command,Heroism",7,Supply,Search the top 10 cards of your deck for up to 3 units with combined cost 7 or less and play each of them for free.,,,,,3,Amad Mir,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,253,0,0,0,0,,,,,,,
SOR,105,General Krell,Heartless Tactician,TRUE,Unit,"Command,Command",5,"Force,Jedi,Republic","Each other friendly unit gains: ""When Defeated: You may draw a card.""",,0,5,4,3,Luke Harrington,1/29/2024,FFG,https://twitter.com/UnlimitedFFG/status/1751998786040188941,241,0,0,0,1,,,,,,,
SOR,106,Attack Pattern Delta,,FALSE,Event,"Command,Command",3,Tactic,"Give a friendly unit +3/+3 for this phase.

Give another friendly unit +2/+2 for this phase.

Give a third friendly unit +1/+1 for this phase.",,,,,2,French Carlomagno,12/11/2023,FFG,https://twitter.com/UnlimitedFFG/status/1734241747914342509,,,,,,,,,,,,
SOR,107,Command,,FALSE,Event,"Command,Command",4,Innate,"Choose 2, in any order:
- Give 2 Experience tokens to a unit.
- A friendly unit deals damage equal to its power to a non-unique enemy unit.
- Put this event into play as a resource.
- Return a unit from your discard pile to your hand.",,,,,4,Maxine Vee,9/6/2023,FFG Stream,https://www.youtube.com/watch?v=DkykRONC6GE,,,,,,,,,,,,
SOR,108,Vanguard Infantry,,FALSE,Unit,Command,1,Trooper,When Defeated: You may give an Experience token to a unit.,,0,1,2,1,Amad Mir,1/2/2024,Tabletop Misfits,https://www.youtube.com/watch?v=S5RKnhahLWo,202,1,1,0,0,,,,,,,
SOR,109,Colonel Yularen,ISB Director,TRUE,Unit,Command,2,"Imperial,Official",When you play a {Command} unit: Heal 1 damage from your base.,,0,2,3,2,David Buisan,9/11/2023,What A Piece Of Junk!,https://www.youtube.com/watch?v=9jOKd4qzld4,,,,,,,,,,,,
SOR,110,Frontline Shuttle,,FALSE,Unit,Command,2,"Vehicle,Transport","Action [defeat this unit]: Attack with a unit, even if it's exhausted. It can't attack bases for this attack.",,1,1,3,3,French Carlomagno,1/11/2024,The Nerd Shelves,https://www.youtube.com/watch?v=_C5P1-HBhKw,223,0,0,0,0,,,,,,,
SOR,111,Patrolling V-Wing,,FALSE,Unit,Command,2,"Vehicle,Fighter",When Played: Draw a card.,,1,1,1,1,Amad Mir,11/17/2023,Deantramp,https://www.youtube.com/watch?v=JXNc74urnh4,156,0,0,0,1,,,,,,,
SOR,112,Consortium StarViper,,FALSE,Unit,Command,3,"Fringe,Vehicle,Fighter","While you have the initiative, this unit gains Restore 2.",,1,3,3,1,Christian Papazoglakis,9/25/2023,FFG,https://www.instagram.com/p/CxnnohUtk2w/,106,0,0,0,0,Restore,TRUE,,,,,
SOR,113,Homestead Militia,,FALSE,Unit,Command,3,"Fringe,Trooper","While you control 6 or more resources, this unit gains Sentinel.",,0,3,4,1,Joshua Carson,10/13/2023,holocron.card.hub,https://www.instagram.com/reel/CyVwMuctwNJ/?igshid=MzRlODBiNWFlZA,121,0,0,0,0,Sentinel,TRUE,,,,,
SOR,114,Escort Skiff,,FALSE,Unit,Command,4,"Underworld,Vehicle,Speeder","While you control another {Command} unit, this unit gains Ambush.",,0,4,4,1,Mickael Balloul,1/24/2024,Nelson All Over Cards,https://www.youtube.com/watch?v=LQQndwDH05c,236,0,0,0,0,Ambush,TRUE,,,,,
SOR,115,Agent Kallus,Seeking the Rebels,TRUE,Unit,Command,5,"Imperial,Trooper","Ambush

When another unique unit is defeated: You may draw a card. Use this ability only once each round.",,0,4,4,3,Omercan Cirit,9/14/2023,Holocron Gaming,https://www.youtube.com/watch?v=xHGQvcV88QY,99,0,0,0,1,Ambush,FALSE,,,,,
SOR,116,Steadfast Battalion,,FALSE,Unit,Command,5,Trooper,"Overwhelm

On Attack: If you control a leader unit, give a friendly unit +2/+2 for this phase.",,0,5,5,1,Kevin Libranda,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,206,0,0,0,0,Overwhelm,FALSE,,,,,
SOR,117,Mercenary Company,,FALSE,Unit,Command,6,"Underworld,Trooper","Ambush

Overwhelm",,0,5,5,1,Elena Skitalets,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,210,0,0,0,0,Ambush,FALSE,Overwhelm,FALSE,,,
SOR,118,97th Legion,Keeping the Peace on Sullust,TRUE,Unit,Command,7,"Imperial,Trooper",This unit gets +1/+1 for each resource you control.,,0,0,0,2,Eslam Aboshady,10/22/2023,FFG Stream,,127,7,7,0,0,,,,,,,
SOR,119,Reinforcement Walker,,FALSE,Unit,Command,8,"Vehicle,Walker",When Played/On Attack: Look at the top card of your deck. Either draw that card or discard it and heal 3 damage from your base.,,0,6,9,2,Stephen Zavala,1/19/2024,Tom and Taha,,233,0,0,0,1,,,,,,,
SOR,120,Academy Training,,FALSE,Upgrade,Command,2,Learned,,,,2,2,1,David Buisan,12/6/2023,L8 Night Gaming,https://youtube.com/watch?si=2OtnXSNxF2Olskga&v=3LeS8k4YWRE&feature=youtu.be,,,,,,,,,,,,
SOR,121,Hardpoint Heavy Blaster,,FALSE,Upgrade,Command,2,"Modification,Weapon","Attach to a vehicle unit.

Attached unit gains: “On Attack: If this unit isn't attacking a base, you may deal 2 damage to a unit in the defender's arena.”",,,2,2,2,Arthur Mougne,9/18/2023,FFG,https://www.instagram.com/p/CxVmD9Hsta1/,,,,,,,,,,,,
SOR,122,Traitorous,,FALSE,Upgrade,Command,5,Innate,"When this upgrade becomes attached to a non-leader unit that costs 3 or less: Take control of that unit.

When this upgrade becomes unattached from a unit: That unit's owner takes control of it.",,,0,0,3,Gretel Lusky,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,,,,,
SOR,123,Recruit,,FALSE,Event,Command,1,Supply,"Search the top 5 cards of your deck for a unit, reveal it, and draw it.",,,,,1,Borja Pindado,9/8/2023,Cross World TCG,https://www.youtube.com/watch?v=3UzLC-tKExk,,,,,,,,,,,,
SOR,124,Tactical Advantage,,FALSE,Event,Command,1,Tactic,Give a unit +2/+2 for this phase.,,,,,1,Eslam Aboshady,10/2/2023,FFG,https://www.instagram.com/p/Cx5pMaJNKAb/,,,,,,,,,,,,
SOR,125,Prepare for Takeoff,,FALSE,Event,Command,2,Plan,"Search the top 8 cards of your deck for up to 2 Vehicle units, reveal them, and draw them.",,,,,2,Ario Murti,9/6/2023,FFG Stream,https://www.youtube.com/watch?v=DkykRONC6GE,,,,,,,,,,,,
SOR,126,Resupply,,FALSE,Event,Command,3,Supply,Put this event into play as a resource.,,,,,1,Robynn Frauhn,8/22/2023,Rolling Dice and Taking Names,https://twitter.com/DiceAndNames/status/1694032378761560112,,,,,,,,,,,,
SOR,127,Strike True,,FALSE,Event,Command,3,Tactic,A friendly unit deals damage equal to its power to an enemy unit.,,,,,1,Audrey Hotte,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,,,,,
SOR,128,Death Star Stormtrooper,,FALSE,Unit,"Aggression,Villainy",1,"Imperial,Trooper",,,0,3,1,1,Ario Murti,6/27/2023,Quickstart Rules,https://www.youtube.com/watch?v=SunSj70YP8o,,,,,,,,,,,,
SOR,129,Admiral Ozzel,Overconfident,TRUE,Unit,"Aggression,Villainy",2,"Imperial,Official",Action [{T}]: Play an Imperial unit from your hand. It enters play ready. Each opponent may ready a unit.,,0,2,3,2,Yvette Chua,8/23/2023,FFG Stream,https://www.youtube.com/watch?v=MQWzu7tz7lg,79,0,0,0,0,,,,,,,
SOR,130,First Legion Snowtrooper,,FALSE,Unit,"Aggression,Villainy",2,"Imperial,Trooper","While attacking a damaged unit, this unit gets +2/+0 and gains Overwhelm.",,0,2,3,1,Milos Slaykovic,7/26/2023,FFG,https://starwarsunlimited.com/articles/a-taste-of-unlimited-possibilities,52,0,0,0,0,Overwhelm,TRUE,,,,,
SOR,131,Fifth Brother,Fear Hunter,TRUE,Unit,"Aggression,Villainy",3,"Force,Imperial,Inquisitor","This unit gains Raid 1 for each damage on him.

On Attack: You may deal 1 damage to this unit and 1 damage to another ground unit.",,0,2,4,2,Eslam Aboshady,11/17/2023,Deantramp,https://www.youtube.com/watch?v=JXNc74urnh4,155,0,0,0,0,Raid,TRUE,,,,,
SOR,132,Imperial Interceptor,,FALSE,Unit,"Aggression,Villainy",4,"Imperial,Vehicle,Fighter",When Played: You may deal 3 damage to a space unit.,,1,3,2,1,Francois Cannels,6/27/2023,SAGA: Space Arena Ground Arena,https://www.youtube.com/watch?v=OLrH6RkqNp4,27,0,0,3,0,,,,,,,
SOR,133,Seventh Sister,Implacable Inquisitor,TRUE,Unit,"Aggression,Villainy",5,"Force,Imperial,Inquisitor","Saboteur

When this unit deals combat damage to an opponent's base: You may deal 3 damage to a ground unit that opponent controls.",,0,3,6,3,Lenka Šimečková,12/27/2023,Nerdly,https://www.nerdly.co.uk/2023/12/27/exclusive-sneak-peek-at-3-upcoming-star-wars-unlimited-trading-cards/,199,0,0,3,0,Saboteur,FALSE,,,,,
SOR,134,Ruthless Raider,,FALSE,Unit,"Aggression,Villainy",6,"Imperial,Vehicle,Capital Ship",When Played/When Defeated: Deal 2 damage to an enemy base and 2 damage to an enemy unit.,,1,4,6,2,Christian Papazoglakis,12/6/2023,L8 Night Gaming,https://m.youtube.com/watch?si=2OtnXSNxF2Olskga&v=3LeS8k4YWRE&feature=youtu.be,172,0,0,3,0,,,,,,,
SOR,135,Emperor Palpatine,Master of the Dark Side,TRUE,Unit,"Aggression,Villainy",8,"Force,Imperial,Sith,Official","Overwhelm

When Played: Deal 6 damage divided as you choose among enemy units.",,0,6,6,3,Didier Nguyen,8/7/2023,FFG,https://twitter.com/UnlimitedFFG/status/1688565795205304320/,63,0,0,6,0,Overwhelm,FALSE,,,,,
SOR,136,Vader's Lightsaber,,TRUE,Upgrade,"Aggression,Villainy",2,"Item,Weapon,Lightsaber","Attach to a non-VEHICLE unit.

When Played: If attached unit is Darth Vader, you may deal 4 damage to a ground unit.",,,3,1,0,Arthur Mougne,6/27/2023,Quickstart Rules,https://www.youtube.com/watch?v=SunSj70YP8o,,,,,,,,,,,,
SOR,137,Fallen Lightsaber,,FALSE,Upgrade,"Aggression,Villainy",3,"Item,Weapon,Lightsaber","Attach to a non-Vehicle unit.

If attached unit is a Force unit, it gains: “On Attack: Deal 1 damage to each ground unit the defending player controls.”",,,3,3,3,Milos Slaykovic,10/5/2023,IGN,https://www.ign.com/articles/exclusive-star-wars-unlimited-release-date,,,,,,,,,,,,
SOR,138,Force Lightning,,FALSE,Event,"Aggression,Villainy",1,Force,"Choose a unit. It loses all abilities for this phase. Then, if you control a FORCE unit, pay any number of resources and deal 2 damage to the chosen unit for each resource paid this way.",,,,,4,Eslam Aboshady,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,263,0,0,0,0,,,,,,,
SOR,139,Force Choke,,FALSE,Event,"Aggression,Villainy",2,Force,"If you control a Force unit, this event costs {R:1} less to play.

Deal 5 damage to a non-Vehicle unit. That unit's controller draws a card.",,,,,2,Stefano Landini,7/26/2023,FFG Stream,https://www.youtube.com/watch?v=Msezhwc2WE4,51,0,0,0,0,,,,,,,
SOR,140,SpecForce Soldier,,FALSE,Unit,"Aggression,Heroism",1,"Rebel,Trooper",When Played: A unit loses Sentinel for this phase.,,0,2,2,1,Didier Nguyen,12/9/2023,Jenders Gaming,https://www.youtube.com/watch?v=ZeTe_eUeq_4,,,,,,,,,,,,
SOR,141,Green Squadron A-Wing,,FALSE,Unit,"Aggression,Heroism",2,"Rebel,Vehicle,Fighter",Raid 2,,1,1,3,1,Francois Cannels,10/25/2023,FFG Stream,https://www.youtube.com/watch?v=6_KuVhvdcX8,133,0,0,0,0,Raid,FALSE,,,,,
SOR,142,Sabine Wren,Explosives Artist,TRUE,Unit,"Aggression,Heroism",2,"Mandalorian,Rebel,Spectre","While there are at least 3 aspects among other friendly units, this unit can't be attacked.

On Attack: You may deal 1 damage to the defender or to a base.",,0,2,3,2,Rebecca Farrow,9/21/2023,TCGPlayer,https://infinite.tcgplayer.com/article/Our-Star-Wars-Unlimited-Exclusive-Preview-Card-A-Rebellious-Artist/1e391d27-4595-4050-a627-7a462aaf984b,104,0,0,0,0,,,,,,,
SOR,143,Fighters For Freedom,,FALSE,Unit,"Aggression,Heroism",3,"Rebel,Trooper","Saboteur

When you play another {Aggression} card: You may deal 1 damage to a base.",,0,3,4,2,Yvette Chua,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,118,0,0,1,0,Saboteur,FALSE,,,,,
SOR,144,Red Three,Unstoppable,TRUE,Unit,"Aggression,Heroism",3,"Rebel,Vehicle,Fighter","Raid 1

Each other friendly {Heroism} unit gains Raid 1.",,1,2,3,3,Fernando Correa,12/6/2023,FFG Stream,https://www.youtube.com/watch?v=FbA5ZtoUegE,170,0,0,0,0,Raid,FALSE,,,,,
SOR,145,K-2SO,Cassian's Counterpart,TRUE,Unit,"Aggression,Heroism",4,"Rebel,Droid","Overwhelm

When Defeated: For each opponent, choose one: either deal 3 damage to that player's base, or that player discards a card from their hand.",,0,4,4,3,Ross Taylor,12/12/2023,Nerds Strike Back,https://www.youtube.com/watch?v=ePJDbqVirTQ,180,0,0,0,0,Overwhelm,FALSE,,,,,
SOR,146,Zeb Orrelios,Headstrong Warrior,TRUE,Unit,"Aggression,Heroism",5,"Rebel,Spectre","When this unit completes an attack: If the defender was defeated, you may deal 4 damage to a ground unit.",,0,5,5,2,Aitor Prieto,12/22/2023,Jedi News,https://www.jedinews.com/featured/articles/exclusive-reveal-of-two-new-cards-for-star-wars-unlimited/,,,,,,,,,,,,
SOR,147,Black One,Scourge of Starkiller Base,TRUE,Unit,"Aggression,Heroism",6,"Resistance,Vehicle,Fighter","When Played/When Defeated: You may discard your hand. If you do, draw 3 cards.",,1,4,4,4,Amad Mir,11/14/2023,Discord?,,154,0,0,0,2,,,,,,,
SOR,148,Guerilla Attack Pod,,FALSE,Unit,"Aggression,Heroism",6,"Rebel,Vehicle,Walker","Grit

When Played: If a base has 15 or more damage on it, ready this unit.",,0,4,6,1,French Carlomagno,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,254,0,0,0,0,Grit,FALSE,,,,,
SOR,149,Mace Windu,Party Crasher,TRUE,Unit,"Aggression,Heroism",7,"Force,Jedi,Republic","Ambush

When this unit attacks and defeats a unit: Ready him.",,0,5,7,4,Sandra Chlewińska,10/5/2023,IGN,https://www.ign.com/articles/exclusive-star-wars-unlimited-release-date,110,0,0,0,0,Ambush,FALSE,,,,,
SOR,150,Heroic Sacrifice,,FALSE,Event,"Aggression,Heroism",1,Tactic,"Draw a card, then attack with a unit. For this attack, it gets +2/+0 and gains: ""When this unit deals combat damage: Defeat it.""",,,,,3,Ario Murti,1/2/2024,Tabletop Misfits,https://www.youtube.com/watch?v=S5RKnhahLWo,,,,,,,,,,,,
SOR,151,Karabast,,FALSE,Event,"Aggression,Heroism",2,Spectre,A friendly unit deals damage to an enemy unit equal to the amount of damage on the friendly unit plus 1.,,,,,2,French Carlomagno,1/17/2024,FFG,https://starwarsunlimited.com/cards?cid=6515891401,228,0,0,0,0,,,,,,,
SOR,152,For A Cause I Believe In,,FALSE,Event,"Aggression,Heroism",3,Innate,"Reveal the top 4 cards of your deck. For each {Heroism} card revealed this way, deal 1 damage to an enemy base. You may discard any of the revealed cards and put the rest on top of your deck in any order.",,,,,3,Eric Hibbeler,12/13/2023,FFG Stream,https://www.youtube.com/watch?v=mhuftCbqDvE,,,,,,,,,,,,
SOR,153,Saw Gerrera,Extremist,TRUE,Unit,"Aggression,Aggression",4,Rebel,"As an additional cost for each opponent to play an event, they must deal 2 damage to their base.",,0,5,4,3,David Buisan,2/5/2024,FFG,https://www.instagram.com/p/C2-MOiEMWAL/,248,0,0,0,0,,,,,,,
SOR,154,Rallying Cry,,FALSE,Event,"Aggression,Aggression",3,Tactic,Each friendly unit gains Raid 2 this phase.,,,,,2,Eslam Aboshady,1/15/2024,FFG,https://www.instagram.com/p/C2IHhxZND8y/,226,0,0,0,0,,,,,,,
SOR,155,Aggression,,FALSE,Event,"Aggression,Aggression",4,Innate,"Choose two, in any order:
- Draw a card.
- Defeat up to 2 upgrades.
- Ready a unit with 3 or less power.
- Deal 4 damage to a unit.",,,,,4,Sandra Chlewińska,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,,,,,,,,,,,,
SOR,156,"Benthic ""Two Tubes""",Partisan Lieutenant,TRUE,Unit,Aggression,1,"Rebel,Trooper",On Attack: Another friendly {Aggression} unit gains Raid 2 for this phase.,,0,2,2,2,Omercan Cirit,12/12/2023,Nerds Strike Back,https://www.youtube.com/watch?v=ePJDbqVirTQ,179,0,0,0,0,,,,,,,
SOR,157,Cantina Braggart,,FALSE,Unit,Aggression,1,Underworld,Raid 2,,0,0,3,1,Ario Murti,10/16/2023,FFG,https://www.instagram.com/p/CydsUk-MYXj/,122,0,0,0,0,Raid,FALSE,,,,,
SOR,158,Jedha Agitator,,FALSE,Unit,Aggression,2,Rebel,"Saboteur

On Attack: If you control a leader unit, deal 2 damage to a ground unit or base.",,0,2,1,1,Hoan Nguyen,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,205,0,0,0,0,Saboteur,FALSE,,,,,
SOR,159,Partisan Insurgent,,FALSE,Unit,Aggression,2,"Rebel,Trooper","While you control another {Aggression} unit, this unit gains Raid 2.",,0,1,4,1,Joshua Carson,11/28/2023,TowerNumberNine,https://www.youtube.com/watch?v=ok7P-rP_E7Q,163,0,0,0,0,Raid,TRUE,,,,,
SOR,160,Wolffe,Suspicious Veteran,TRUE,Unit,Aggression,2,"Fringe,Clone","Saboteur

When Played/On Attack: Bases can't be healed for this phase.",,0,3,2,3,Elena Skitalets,1/11/2024,The Nerd Shelves,https://www.youtube.com/watch?v=_C5P1-HBhKw,222,0,0,0,0,Saboteur,FALSE,,,,,
SOR,161,Ardent Sympathizer,,FALSE,Unit,Aggression,3,Trooper,"While you have the initiative, this unit gets +2/+0.",,0,3,3,1,Luke Harrington,11/2/2023,Brettballett,https://www.youtube.com/watch?v=pd4t3v3V3FI,,,,,,,,,,,,
SOR,162,Disabling Fang Fighter,,FALSE,Unit,Aggression,3,"Mandalorian,Vehicle,Fighter",When Played: You may defeat an upgrade.,,1,3,2,1,Christian Papazoglakis,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,,,,,,,,,,,,
SOR,163,Star Wing Scout,,FALSE,Unit,Aggression,3,"Vehicle,Fighter","When Defeated: If you have the initiative, draw 2 cards.",,1,4,1,2,Fernando Correa,8/17/2023,Echo Base Gaming,https://twitter.com/EchoBase_Gaming/status/1692238934162743345,,,,,,,,,,,,
SOR,164,Wampa,,FALSE,Unit,Aggression,4,Creature,Overwhelm,,0,4,5,1,Luke Harrington,10/11/2023,FFG Stream,https://www.youtube.com/watch?v=DzXk-TsR_YI,117,0,0,0,0,Overwhelm,FALSE,,,,,
SOR,165,Occupier Siege Tank,,FALSE,Unit,Aggression,5,"Imperial,Vehicle,Tank",Grit,,0,5,4,1,Christian Papazoglakis,1/16/2024,FFG,https://starwarsunlimited.com/cards?cid=8098293047,227,0,0,0,0,Grit,FALSE,,,,,
SOR,166,Infiltrator's Skill,,FALSE,Upgrade,Aggression,1,Learned,Attached unit gains Saboteur.,,,1,1,1,Sandra Chlewińska,10/30/2023,FFG,https://www.instagram.com/p/CzBvdajsVgp/,,,,,,,,,,,,
SOR,167,Force Throw,,FALSE,Event,Aggression,1,Force,"Choose a player. That player discards a card from their hand. Then, if you control a Force unit, you may deal damage to a unit equal to the cost of the discarded card.",,,,,2,Elena Skitalets,12/29/2023,TCG Cast,https://www.youtube.com/watch?v=qbsVEcPcZJY,,,,,,,,,,,,
SOR,168,Precision Fire,,FALSE,Event,Aggression,1,Tactic,"Attack with a unit. It gains Saboteur for this attack. If it's a Trooper, it also gets +2/+0 for this attack.",,,,,1,Ash Pierce,12/9/2023,Jenders Gaming,https://www.youtube.com/watch?v=ZeTe_eUeq_4,176,0,0,0,0,,,,,,,
SOR,169,Keep Fighting,,FALSE,Event,Aggression,2,Tactic,Ready a unit with 3 or less power.,,,,,1,Eslam Aboshady,12/13/2023,Hunter & Friends - Brettspiele,https://www.youtube.com/shorts/qpgdmGagTe4,,,,,,,,,,,,
SOR,170,Power Failure,,FALSE,Event,Aggression,2,Tactic,Defeat any number of upgrades on a unit.,,,,,2,Marc Escachx,1/3/2024,FFG Stream,https://www.youtube.com/watch?v=F0E7swqf6Wk,,,,,,,,,,,,
SOR,171,Mission Briefing,,FALSE,Event,Aggression,3,Plan,Choose a player. They draw 2 cards.,,,,,1,Kyle Petchock,10/23/2023,FFG,https://twitter.com/UnlimitedFFG/status/1716484925224898610,,,,,,,,,,,,
SOR,172,Open Fire,,FALSE,Event,Aggression,3,Tactic,Deal 4 damage to a unit.,,,,,1,Fernando Correa,7/11/2023,Golden Dice,https://www.youtube.com/watch?v=IcqTW-7nAh8,,,,,,,,,,,,
SOR,173,Bombing Run,,FALSE,Event,Aggression,5,Tactic,Choose an arena. Deal 3 damage to each unit in that arena.,,,,,3,Kyle Petchock,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,267,0,0,0,0,,,,,,,
SOR,174,Smoke and Cinders,,FALSE,Event,Aggression,5,Disaster,Each player discards all but 2 cards from their hand.,,,,,3,Stefano Landini,2/10/2024,FFG,https://www.youtube.com/watch?v=Ww-_N1Uswvc,259,0,0,0,0,,,,,,,
