set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Makes_Droids,Makes_Clones,Makes_Ties,Heals,Ramps,Makes_X_Wings,Indirect,Makes Force,Readies,Bounce,Cannot_Attack,Makes_Spies,Disclose_Symbols,Cheat_Action,Exhaust,Capture,Multideploy
TWI,183,Rush Clovis,Banking Clan Scion,True,Unit,"Cunning,Villainy",4,"Separatist,Official","{p}{raid:2}{/p}

{p}{b}On Attack:{/b} If the defending player controls no ready resources, create a Battle Droid token.{/p}",NULL,0,3,5,3,Mona Finden,2024-09-11,FFG,https://www.instagram.com/unlimitedffg/reel/C_x_evXNUIN/,583,0,0,0,0,Raid,False,NULL,NULL,NULL,NULL,0.5,,,,,,,,,,,,,,,,
TWI,184,Tactical Droid Commander,NULL,False,Unit,"Cunning,Villainy",5,"Separatist,Droid","{p}{exploit:2}{/p}

{p}{b}When you play another {trait}Separatist{/trait} unit:{/b} You may exhaust a unit that costs the same or less than the played unit.{/p}",NULL,0,4,4,2,Sebastián Guidobono,2024-09-11,FFG Stream,https://www.youtube.com/live/r-EmeX_tYHY,587,0,0,0,0,Exploit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,0.5,,
TWI,185,Ziro the Hutt,Colorful Schemer,True,Unit,"Cunning,Villainy",5,"Underworld,Hutt","{p}{b}When Played:{/b} For each opponent, you may exhaust a unit that player controls.{/p}

{p}{b}On Attack:{/b} For each opponent, you may exhaust a resource that player controls.{/p}",NULL,0,2,8,2,Marc Escachx,2024-09-11,FFG Stream,https://www.youtube.com/live/r-EmeX_tYHY,589,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,1,,
TWI,186,San Hill,Chairman of the Banking Clan,True,Unit,"Cunning,Villainy",6,"Separatist,Official","{p}{exploit:3} {i}(While playing this card, defeat up to 3 units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}

{p}{b}On Attack:{/b} For each friendly unit that was defeated this phase, ready a friendly resource.{/p}",NULL,0,3,7,3,Eslam AboShady,2024-10-02,FFG,https://www.instagram.com/unlimitedffg/reel/DAn_h5GOh-S/,647,0,0,0,0,Exploit,False,NULL,NULL,NULL,NULL,,,,,0.25,,,,,,,,,,,,
TWI,187,Cad Bane,Hostage Taker,True,Unit,"Cunning,Villainy",7,"Underworld,Bounty Hunter","{p}{b}When Played:{/b} This unit captures up to 3 enemy non-leader units with a total of 8 or less remaining HP.{/p}

{p}{b}On Attack:{/b} The defending player may rescue a card they own guarded by this unit. If they do, draw 2 cards.{/p}",NULL,0,7,7,4,James Daly,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,751,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,1,
TWI,188,Wartime Profiteering,NULL,False,Event,"Cunning,Villainy",1,Supply,{p}Look at cards from the top of your deck equal to the number of units that were defeated this phase. Draw 1 and put the others on the bottom of your deck in a random order.{/p},NULL,NULL,NULL,NULL,2,Joshua Carson,2024-09-11,FFG Stream,https://www.youtube.com/live/r-EmeX_tYHY,590,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,189,Unnatural Life,NULL,False,Event,"Cunning,Villainy",3,Force,"{p}Play a unit that was defeated this phase from your discard pile. It costs {R2} less and enters play ready. At the start of your regroup phase, defeat it.{/p}",NULL,NULL,NULL,NULL,3,Marc Escachx,2024-09-05,Thorrk's Hot Takes,https://www.youtube.com/watch?v=DDFHqvIttSg,563,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,190,On the Doorstep,NULL,False,Event,"Cunning,Villainy",4,Supply,{p}Create 3 Battle Droid tokens and ready them.{/p},NULL,NULL,NULL,NULL,1,Amad Mir,2024-09-19,Hannonz,https://www.youtube.com/watch?v=xeHKMZQV90w,616,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,191,Wolf Pack Escort,NULL,False,Unit,"Cunning,Heroism",1,"Republic,Vehicle,Fighter","{p}{b}When Played:{/b} You may return a friendly non-leader, non-{vehicle} unit to its owner's hand.{/p}",NULL,1,2,1,1,Francois Cannels,2024-09-30,Jodo Cast,https://www.youtube.com/watch?v=Lo8R6uYLuYo,640,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,192,Padmé Amidala,Pursuing Peace,True,Unit,"Cunning,Heroism",2,"Naboo,Republic,Official",{p}{coordinate} - {b}On Attack:{/b} Give an enemy unit -3/-0 for this phase. {coordinate-reminder}{/p},NULL,0,1,4,2,Robynn Frauhn,2024-10-07,Rolling Dice & Taking Names,https://www.youtube.com/watch?v=JRtRaCP1No0,661,0,0,0,0,Coordinate,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,193,R2-D2,Full of Solutions,True,Unit,"Cunning,Heroism",2,"Republic,Droid","{p}{b}When Played:{/b} You may discard a card from your hand. If you do, search the top 3 cards from your deck for a card and draw it. {i}(Put the other cards on the bottom of your deck in a random order.){/i}{/p}",NULL,0,2,4,2,David Nash,2024-09-04,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,556,0,0,0,0.5,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,194,Ahsoka Tano,Always Ready for Trouble,True,Unit,"Cunning,Heroism",3,"Force,Jedi,Republic","{p}While you control fewer units than an opponent {i}(including this unit){/i}, this unit gains {ambush}.{/p}

{p}{b}Action [{R2}:{/b} Return this unit and each upgrade on her to their owners' hands.{/p}",NULL,0,3,4,4,Mona Finden,2024-10-03,Spiel Presentation,https://twitter.com/GoldenDicePod/status/1841903538752127153/photo/2,654,0,0,0,0,Ambush,True,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,195,Sabine Wren,You Can Count On Me,True,Unit,"Cunning,Heroism",4,"Fringe,Mandalorian,Spectre","{p}While this unit is exhausted, she can't be attacked {i}(unless she gains Sentinel){/i}.{/p}

{p}{b}On Attack:{/b} You may discard a card from your deck. If it doesn't share an aspect with your base, deal 2 damage to a ground unit.{/p}",NULL,0,4,4,3,David Buisan,2024-09-07,Asmodee,https://x.com/GarbageRollers/status/1832456071417405712,572,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,196,Plo Koon,Koh-to-yah!,True,Unit,"Cunning,Heroism",5,"Force,Jedi,Republic","{p}{ambush} {ambush-reminder}{/p}

{p}{coordinate} - {raid:3} {i}(Gain this keyword while you control 3 or more units. This unit gets +3/+0 while attacking.){/i}{/p}",NULL,0,3,6,2,Sebastián Guidobono,2024-08-29,FFG,https://twitter.com/UnlimitedFFG/status/1829172332637684009,542,0,0,0,0,Ambush,False,Coordinate,False,Raid,True,,,,,,,,,,,,,,,,,
TWI,197,Republic Attack Pod,NULL,False,Unit,"Cunning,Heroism",6,"Republic,Vehicle,Walker","{p}If you control 3 or more units, this unit costs {R1} less to play.{/p}",NULL,0,6,7,1,Ario Anindito,2024-10-22,Press Kit Day,https://twitter.com/ggDoA/status/1848726991916171292/photo/1,726,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,198,Enfys Nest,Champion of Justice,True,Unit,"Cunning,Heroism",7,Underworld,"{p}{saboteur}{/p}

{p}{b}When Played/On Attack:{/b} You may return an enemy non-leader unit with less power than this unit to its owner's hand.{/p}",NULL,0,5,7,3,Benjamin Paulus,2024-09-24,Rebel Resource,https://www.youtube.com/watch?v=L2cPI1mN1V0,626,0,0,0,0,Saboteur,False,NULL,NULL,NULL,NULL,,,,,,,,,,0.75,,,,,,,
TWI,199,Clear the Field,NULL,False,Event,"Cunning,Heroism",2,Tactic,{p}Choose a non-leader that costs 3 or less. Return it and each enemy non-leader unit with the same name as it to their owner's hand.{/p},NULL,NULL,NULL,NULL,2,Amad Mir,2024-10-16,Man vs Meeple,https://www.youtube.com/watch?v=LoHkXEXOvtY,703,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,200,Creative Thinking,NULL,False,Event,"Cunning,Heroism",2,Trick,"{p}Exhaust a non-unique unit.{/p}

{p}Create a Clone Trooper token.{/p}",NULL,NULL,NULL,NULL,1,Denis Medri,2024-09-04,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,557,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,201,Aid from the Innocent,NULL,False,Event,"Cunning,Heroism",5,Gambit,"{p}Search the top 10 cards of your deck for 2 {Heroism} non-unit cards and discard them. {i}(Put the other cards on the bottom of your deck in a random order.){/i}{/p}

{p}For this phase, you may play the discarded cards, and they each cost {R2} less.{/p}",NULL,NULL,NULL,NULL,3,Denis Medri,2024-09-05,FFG,https://starwarsunlimited.com/cards?cid=7510418786,659,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,202,Jar Jar Binks,Foolish Gungan,True,Unit,"Cunning,Cunning",2,Gungan,{p}{b}On Attack:{/b} Deal 2 damage to a random unit or base.{/p},NULL,0,2,3,2,Aitor Prieto,2024-10-03,Spiel Presentation,https://twitter.com/GoldenDicePod/status/1841903927786086538/photo/1,656,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,203,Chancellor Palpatine,Wartime Chancellor,True,Unit,"Cunning,Cunning",4,"Republic,Official","{p}Each token unit you create enters play ready.{/p}

{p}{b}On Attack:{/b} If a unit left play this phase, create a Clone Trooper token.{/p}",NULL,0,2,6,4,Eric Hibbeler,2024-10-01,FFG,https://www.instagram.com/unlimitedffg/reel/DAmFKorSUcq/,644,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,204,Impropriety Among Thieves,NULL,False,Event,"Cunning,Cunning",4,Trick,"{p}Choose a ready non-leader unit controlled by each player. If you do, each player takes control of the chosen unit controlled by the player to their right. At the start of the regroup phase, each player takes control of each unit they own that was chosen for this ability.{/p}",NULL,NULL,NULL,NULL,3,Denis Medri,2024-10-22,Press Kit Day,,770,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,205,Clone Dive Trooper,NULL,False,Unit,Cunning,1,"Republic,Clone,Trooper","{p}{coordinate} - While this unit is attacking, the defender gets -2/-0.{/p}",NULL,0,2,1,1,Felipe Goncalves,2024-10-22,Press Kit Day,https://x.com/GoldenDicePod/status/1848727658818871740/photo/1,762,0,0,0,0,Coordinate,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,206,Independent Senator,NULL,False,Unit,Cunning,1,"Separatist,Official","{p}{b}Action [{R2}, {T}]:{/b} Exhaust a unit with 4 or less power.{/p}",NULL,0,0,4,2,Denis Medri,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,672,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,0.2,,
TWI,207,B1 Security Team,NULL,False,Unit,Cunning,2,"Separatist,Droid,Trooper",{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p},NULL,0,3,1,1,Stefano Landini,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,673,0,0,0,0,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,208,Favorable Delegate,NULL,False,Unit,Cunning,2,"Republic,Official","{p}{b}When Played:{/b} Draw a card.{/p}

{p}{b}When Defeated:{/b} Discard a card from your hand.{/p}",NULL,0,1,5,1,Gabriel Gómez Almenzar,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,741,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,209,Hotshot V-Wing,NULL,False,Unit,Cunning,2,"Republic,Vehicle,Fighter",NULL,NULL,1,2,3,1,Sebastián Guidobono,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,735,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,210,Lux Bonteri,Renegade Separatist,True,Unit,Cunning,2,Separatist,"{p}{b}When an opponent plays a card:{/b} If that opponent paid less than the card's cost to play it, ready or exhaust a unit.{/p}",NULL,0,3,2,2,Ann Maulina,2024-10-22,Press Kit Day,,769,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,0.2,,,,,,0.2,,
TWI,211,Sly Moore,Secretive Advisor,True,Unit,Cunning,3,"Republic,Official","{p}{b}When Played:{/b} Take control of an enemy token unit and ready it. At the start of the regroup phase, that token unit's owner takes control of it.{/p}",NULL,0,3,3,3,Mona Finden,2024-10-19,Les Cartes sur Table,https://www.youtube.com/watch?v=Gny0VYeJdTk,714,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,212,Freelance Assassin,NULL,False,Unit,Cunning,3,Underworld,"{p}{b}When Played:{/b} You may pay {R2}. If you do, deal 2 damage to a unit.{/p}",NULL,0,4,2,1,Omercan Cirit,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,742,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,213,Sanctioner's Shuttle,NULL,False,Unit,Cunning,3,"Republic,Vehicle,Transport",{p}{coordinate} - {b}When Played:{/b} This unit captures an enemy non-leader unit that costs 3 or less. {coordinate-reminder}{/p},NULL,1,2,3,2,Randall Mackey,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,736,0,0,0,0,Coordinate,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,214,Hidden Sharpshooter,NULL,False,Unit,Cunning,4,"Republic,Clone,Trooper",{p}{ambush} {ambush-reminder}{/p},NULL,0,4,3,1,Omercan Cirit,2024-10-22,Press Kit Day,,774,0,0,0,0,Ambush,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,215,Geonosis Patrol Fighter,NULL,False,Unit,Cunning,5,"Separatist,Vehicle,Fighter","{p}{exploit:2} {i}(While playing this card, defeat up to  units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}

{p}{b}When Played:{/b} You may return a non-leader unit that costs 3 or less to its owner's hand.{/p}",NULL,1,3,2,1,Johnny Morrow,2024-09-23,Darth Players,https://www.youtube.com/watch?v=KemTgMNAr1s,624,0,0,0,0,Exploit,False,NULL,NULL,NULL,NULL,,,,,,,,,,1,,,,,,,
TWI,216,Fives,In Search of Truth,True,Unit,Cunning,5,"Republic,Clone,Trooper","{p}{saboteur}{/p}

{p}{b}When you play an event:{/b} You may put a Clone unit from your discard pile on the bottom of your deck. If you do, draw card.{/p}",NULL,0,5,5,3,Ario Murti,2024-10-14,IGN,https://twitter.com/IGN/status/1845811960438206955,691,0,0,0,0.5,Saboteur,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,217,Tri-Droid Suppressor,NULL,False,Unit,Cunning,7,"Separatist,Droid,Vehicle,Walker","{p}{exploit:2} {i}(While playing this card, defeat up to 2 units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}

{p}{b}When Played:{/b} Exhaust an enemy ground unit.{/p}",NULL,0,4,7,1,Andre Mealha,2024-10-02,FFG Stream,https://www.youtube.com/watch?v=jC-VcWiO5M8,651,0,0,0,0,Exploit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,218,Droid Cohort,NULL,False,Upgrade,Cunning,1,Supply,"{p}Attached unit gains, ""{b}When Defeated:{/b} Create a Battle Droid token.""{/p}",NULL,NULL,0,0,1,Johnny Morrow,2024-09-27,Jedi News,https://www.jedinews.com/gaming/articles/exclusive-reveal-of-two-new-cards-from-star-wars-unlimited-twilight-of-the-republic/,637,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,219,On Top of Things,NULL,False,Upgrade,Cunning,2,Trick,{p}{b}When Played:{/b} Attached unit can't be attacked this phase {i}(unless it has Sentinel){/i}.{/p},NULL,NULL,0,0,2,Sandra Chlewińska,2024-09-11,El Valle del Jedi,https://x.com/elvalledeljedi/status/1833981538226102405,593,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,220,Shadowed Intentions,NULL,False,Upgrade,Cunning,3,Innate,"{p}Attached unit gains: ""This unit can't be captured, defeated, or returned to its owner's hand by enemy card abilities.""{/p}",NULL,NULL,0,0,3,Reno,2024-10-17,Bad Takes SWU,https://badtakesswu.blogspot.com/2024/10/exclusive-twilight-of-republic-swu-set.html,709,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,221,In Pursuit,NULL,False,Event,Cunning,0,Tactic,"{p}Exhaust a friendly unit. If you do, exhaust an enemy unit.{/p}",NULL,NULL,NULL,NULL,1,Liana Anatolevich,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,674,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,222,Political Pressure,NULL,False,Event,Cunning,1,Plan,"{p}Choose an opponent. They may discard a random card from their hand. If they don't, create 2 Battle Droid tokens.{/p}",NULL,NULL,NULL,NULL,1,Aitor Prieto,2024-10-02,The Hobbyist Novice,https://www.youtube.com/watch?v=eQ3ic0fWv70,648,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,223,Unmasking the Conspiracy,NULL,False,Event,Cunning,1,Gambit,"{p}Discard a card from your hand. If you do, look at an opponent's hand and discard a card from it.{/p}",NULL,NULL,NULL,NULL,3,Sebastián Guidobono,2024-10-19,Les Cartes sur Table,https://www.youtube.com/watch?v=JhJZhCO8rgA,715,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,224,Breaking In,NULL,False,Event,Cunning,2,Tactic,{p}Attack with a unit. It gets {powerplus:2}/{hpplus:0} and gains {saboteur} for this attack. {saboteur-reminder}{/p},NULL,NULL,NULL,NULL,1,David Nash,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,739,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,225,Now There Are Two of Them,NULL,False,Event,Cunning,3,Trick,"{p}If you control exactly one unit, play a non-{vehicle} unit from your hand that shares a {trait}Trait{/trait} with the unit you control. It costs {R5} less.{/p}",NULL,NULL,NULL,NULL,4,Ario Murti,2024-09-26,ComicBook.com,https://comicbook.com/page/about/,635,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,226,Waylay,NULL,False,Event,Cunning,3,Trick,{p}Return a non-leader unit to its owner's hand.{/p},NULL,NULL,NULL,NULL,5,Axel Hutt,NULL,,,53,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,227,Prisoner of War,NULL,False,Event,Cunning,4,Tactic,"{p}A friendly unit captures an enemy non-leader, non-Vehicle unit. If the enemy unit costs less than the friendly unit, create 2 Battle Droid tokens. {i}(Put the captured card facedown under the friendly unit until that unit leaves play.){/i}{/p}",NULL,NULL,NULL,NULL,2,Amad Mir,2024-08-14,FFG Stream,https://www.youtube.com/watch?v=aLXl0auRTIQ,537,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,228,Droid Starfighter,NULL,False,Unit,Villainy,1,"Separatist,Droid,Vehicle,Fighter",{p}{saboteur} {saboteur-reminder}{/p},NULL,1,1,2,1,Andre Mealha,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,675,0,0,0,0,Saboteur,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,229,Battle Droid Escort,NULL,False,Unit,Villainy,3,"Separatist,Droid,Trooper",{p}{b}When Played/When Defeated:{/b} Create a Battle Droid token.{/p},NULL,0,1,1,5,Eslam AboShady,2024-08-01,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,534,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,,,,,,,,,,,,,,,,
TWI,230,Super Battle Droid,NULL,False,Unit,Villainy,3,"Separatist,Droid,Trooper",NULL,NULL,0,4,3,1,Eslam AboShady,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,676,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,231,Dwarf Spider Droid,NULL,False,Unit,Villainy,4,"Separatist,Droid",{p}{grit} {grit-reminder}{/p},NULL,0,3,4,1,French Carlomagno,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,728,0,0,0,0,Grit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,232,Patrolling AAT,NULL,False,Unit,Villainy,5,"Separatist,Vehicle,Tank",{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p},NULL,0,4,5,1,Andre Mealha,2024-10-16,FFG Stream,https://www.youtube.com/live/3NwC_4fO6h4,708,0,0,0,0,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,233,Hailfire Tank,NULL,False,Unit,Villainy,8,"Separatist,Droid,Vehicle,Tank","{p}{keyword}Exploit 2{/keyword} {i}(While playing this card, defeat up to 2 units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}",NULL,0,7,6,1,Sebastián Guidobono,2024-08-01,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,533,0,0,0,0,Exploit,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,234,The Invisible Hand,Imposing Flagship,True,Unit,Villainy,8,"Separatist,Vehicle,Capital Ship","{p}{b}When Played:{/b} Create 4 Battle Droid tokens.{/p}

{p}{b}On Attack:{/b} Exhaust any number of friendly {trait}Separatist{/trait} units. Deal 1 damage to the defending player's base for each unit exhausted this way.{/p}",NULL,1,4,7,3,Jake Parker,2024-09-12,TowerNumberNine,https://www.youtube.com/watch?v=e1KkWWOaQ-M,598,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4,,,,,,,,,,,,,,,,
TWI,235,Battle Droid Legion,NULL,False,Unit,Villainy,9,"Separatist,Droid,Trooper","{p}{exploit:1} {i}(While playing this card, defeat up to 2 units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}

{p}{b}When Defeated:{/b} Create 3 Battle Droid tokens.{/p}",NULL,0,6,5,2,Facundo Moyano,2024-09-25,FFG,https://www.instagram.com/unlimitedffg/reel/DAWCv-wyChg/,628,0,0,0,0,Exploit,False,NULL,NULL,NULL,NULL,1.5,,,,,,,,,,,,,,,,
TWI,236,Grievous's Wheel BIke,NULL,True,Upgrade,Villainy,4,Vehicle,"{p}While playing this upgrade on General Grievous, it costs {R2} less to play.{/p}

{p}Attach to a non-{vehicle} unit.{/p}

{p}Attached unit gains {overwhelm}.{/p}",NULL,NULL,0,0,5,Jake Parker,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,678,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,237,Droid Deployment,NULL,False,Event,Villainy,2,Supply,{p}Create 2 Battle Droid tokens.{/p},NULL,NULL,NULL,NULL,1,Sebastián Guidobono,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,677,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,238,Merciless Contest,NULL,False,Event,Villainy,3,Tactic,{p}Each player chooses a non-leader unit they control. Defeat those units.{/p},NULL,NULL,NULL,NULL,1,James Daly,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,679,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,239,Execute Order 66,NULL,False,Event,Villainy,4,Plan,"{p}Deal 6 damage to each {trait}Jedi{/trait} unit. For each unit defeated this way, its controller creates a Clone Trooper token.{/p}",NULL,NULL,NULL,NULL,3,Borja Pindado,2024-10-21,FFG,https://x.com/UnlimitedFFG/status/1848378822674026565,719,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,240,332nd Stalwart,NULL,False,Unit,Heroism,1,"Republic,Clone,Trooper",{p}{keyword}Coordinate{/keyword} - This unit gets {powerplus:1}/{hpplus:1}. {i}(Gain this ability while you control 3 or more units.){/i}{/p},NULL,0,1,2,5,Ario Murti,2024-08-01,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,528,0,0,0,0,Coordinate,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,241,Phase I Clone Trooper,NULL,False,Unit,Heroism,2,"Republic,Clone,Trooper",NULL,NULL,0,3,2,1,Ario Anindito,2024-09-18,212thtomundtaha,https://www.instagram.com/p/DADzvbUq8zY/?img_index=4,638,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,242,Phase II Clone Trooper,NULL,False,Unit,Heroism,3,"Republic,Clone,Trooper",{p}{ambush} {ambush-reminder}{/p},NULL,0,3,2,1,Omercan Cirit,2024-09-18,212thtomundtaha,https://www.instagram.com/p/DADzvbUq8zY/?img_index=4,639,0,0,0,0,Ambush,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,243,Republic Commando,NULL,False,Unit,Heroism,3,"Republic,Clone,Trooper","{p}{coordinate} - {saboteur} {i}(Gain this keyword while you control 3 or more units. When this unit attacks, ignore Sentinel and defeat the defender's Shields.){/i}{/p}",NULL,0,2,5,1,Ario Murti,2024-09-04,Holocron Card Hub,https://www.instagram.com/holocron.card.hub/reel/C_fU00XNLfN/,550,0,0,0,0,Coordinate,False,Saboteur,True,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,244,Eta-2 Light Interceptor,NULL,False,Unit,Heroism,5,"Republic,Vehicle,Fighter","{p}{restore:2} {i}(When this unit attacks, heal 2 damage from your base.){/i}{/p}",NULL,1,3,4,1,Stephen Zavala,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,680,0,0,0,0,Restore,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
TWI,245,Armored Saber Tank,NULL,False,Unit,Heroism,6,"Republic,Vehicle,Tank",{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p},NULL,0,5,5,1,Christian Papazoglakis,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,727,0,0,0,0,Sentinel,False,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,
