set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Makes_Droids,Makes_Clones,Makes_Ties,Heals,Ramps,Makes_X_Wings,Indirect
TWI,48,Obi-Wan's Aethersprite,This Is Why I Hate Flying,TRUE,Unit,"Vigilance,Heroism",5,"Jedi,Republic,Vehicle,Fighter",{p}{b}When Played/On Attack:{/b} You may deal 1 damage to this unit and 2 damage to another space unit.{/p},NULL,1,4,6,2,French Carlomagno,2024-09-03,Never Bored Gaming,https://www.instagram.com/reel/C_dfztqOHa1/,547,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,49,Knight of the Republic,NULL,FALSE,Unit,"Vigilance,Heroism",6,"Force,Jedi,Republic",{p}{b}When this unit is attacked:{/b} Create a Clone Trooper token.{/p},NULL,0,4,7,1,Amad Mir,2024-09-04,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,561,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,0.5,,,,,
TWI,50,Luminara Unduli,Soft-Spoken Master,TRUE,Unit,"Vigilance,Heroism",7,"Force,Jedi,Republic","{p}{coordinate} - {grit} {i}(Gain this keyword while you control 3 or more units. This unit gets +1/+0 for each damage on her.){/i}{/p}

{p}{b}When Played:{/b} Choose a base. Heal 1 damage from it for each unit you control.{/p}",NULL,0,4,9,3,Robynn Frauhn,2024-09-30,FFG,https://www.instagram.com/unlimitedffg/reel/DAi7H8ySpJv/,641,0,0,0,0,Coordinate,FALSE,Grit,TRUE,NULL,NULL,,,,2,,,
TWI,51,For the Republic,NULL,FALSE,Upgrade,"Vigilance,Heroism",3,Republic,"{p}If you control 3 or more {trait}Republic{/trait} units, this upgrade costs {R2} less to play.{/p}

{p}Attached unit gains: ""{coordinate} - {restore:2}.""{/p}",NULL,NULL,0,0,3,Johnny Morrow,2024-10-22,Press Kit Day,,776,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,52,Hello There,NULL,FALSE,Event,"Vigilance,Heroism",3,Trick,{p}Choose a unit that entered play this phase. It gets -4/-4 for this phase.{/p},NULL,NULL,NULL,NULL,2,David Nash,2024-09-03,Golden Dice Podcast,https://www.youtube.com/watch?v=gokDunenFUY,546,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,53,Finn,On the Run,TRUE,Unit,"Vigilance,Vigilance",3,"Fringe,Trooper","{p}{b}When this unit completes an attack:{/b} Choose a unique unit. For this phase, if damage would be dealt to that unit, prevent 1 of that damage.{/p}",NULL,0,3,4,3,Sebastián Guidobono,2024-10-18,FFG,https://x.com/UnlimitedFFG/status/1847321877766623673,713,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,54,Duchess's Champion,NULL,FALSE,Unit,"Vigilance,Vigilance",4,Mandalorian,"{p-keyword-border}While an opponent controls 3 or more units, this unit gains {sentinel}. {sentinel-reminder}{/p}",NULL,0,1,8,2,Guillaume Ospital,2024-10-08,TwinSunz,https://www.youtube.com/watch?v=uZdLAjwyuFI,662,0,0,0,0,Sentinel,TRUE,NULL,NULL,NULL,NULL,,,,,,,
TWI,55,Equalize,NULL,FALSE,Event,"Vigilance,Vigilance",3,Tactic,"{p}Give a unit -2/-2 for this phase. Then, if you control fewer units than that unit's controller, give another unit -2/-2 for this phase.{/p}",NULL,NULL,NULL,NULL,3,Kevin Libranda,2024-09-18,FFG Stream,https://www.youtube.com/watch?v=Ln7Nwo_I_BQ,612,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,56,Compassionate Senator,NULL,FALSE,Unit,Vigilance,1,"Republic,Official","{p}{b}Action [{R2}, {T}]:{/b} Heal 2 damage from a unit or base.{/p}",NULL,0,0,4,2,Milos Slaykovic,2024-10-22,Press Kit Day,,773,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,57,Warrior Drone,NULL,FALSE,Unit,Vigilance,1,Separatist,NULL,NULL,0,1,4,1,Luke Harrington,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,743,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,58,Padawan Starfighter,NULL,FALSE,Unit,Vigilance,2,"Jedi,Republic,Vehicle,Fighter","{p}While you control a {force} unit or a {force} upgrade, this unit gets {powerplus:1}/{hpplus:1}.{/p}",NULL,1,1,3,1,Christian Papazoglakis,2024-10-16,mundogalapagos,https://www.instagram.com/p/DBMOKc9pP4U/,701,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,59,Royal Guard Attaché,NULL,FALSE,Unit,Vigilance,2,"Naboo,Trooper",{p}{b}When Played:{/b} Deal 2 damage to this unit.{/p},NULL,0,2,5,1,Gabriel Gomez Almenzar,2024-09-03,Never Bored Gaming,https://www.instagram.com/reel/C_dfztqOHa1,548,0,-2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,60,Trade Federation Shuttle,NULL,FALSE,Unit,Vigilance,3,"Separatist,Vehicle,Transport","{p}{b}When Played:{/b} If you control a damaged unit, create a Battle Droid token.{/p}",NULL,1,2,3,1,Fernando Correa,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,747,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,,,,,,
TWI,61,Infantry of the 212th,NULL,FALSE,Unit,Vigilance,3,"Republic,Clone,Trooper",{p-keyword-border}{coordinate} - {sentinel} {i}(Gain this keyword while you control 3 or more units. Units in this arena can't attack your non-Sentinel units or base.){/i}{/p},NULL,0,2,4,1,Sebastián Guidobono,2024-09-04,Starlight Beacon Transmissions,https://www.youtube.com/watch?v=ClamCZhJf-Y,551,0,0,0,0,Coordinate,FALSE,Sentinel,TRUE,NULL,NULL,,,,,,,
TWI,62,Daughter of Dathomir,NULL,FALSE,Unit,Vigilance,4,"Force,Night","{p}While this unit is undamaged, it gains {restore:2}. {i}(When this unit attacks, heal 2 damage from your base.){/i}{/p}",NULL,0,3,5,1,Marc Escachx,2024-10-16,FFG Stream,https://www.youtube.com/live/3NwC_4fO6h4,704,0,0,0,0,Restore,TRUE,NULL,NULL,NULL,NULL,,,,,,,
TWI,63,Vulture Interceptor Wing,NULL,FALSE,Unit,Vigilance,4,"Separatist,Droid,Vehicle,Fighter",{p}{b}On Attack:{/b} Give an enemy unit -1/-1 for this phase.{/p},NULL,1,3,3,2,Johnny Morrow,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,749,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,64,Ki-Adi-Mundi,Composed and Confident,TRUE,Unit,Vigilance,5,"Force,Jedi,Republic",{p}{coordinate} - {b}When an opponent plays their second card each phase:{/b} You may draw 2 cards.{/p},NULL,0,5,7,4,Axel Hutt,2024-09-06,FFG,https://www.instagram.com/unlimitedffg/reel/C_lHh12Bavk/,567,0,0,0,0,Coordinate,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,65,Falchion Ion Tank,NULL,FALSE,Unit,Vigilance,6,"Republic,Vehicle,Tank",{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p},NULL,0,4,6,1,Kyle Petchock,2024-10-22,Press Kit Day,https://x.com/ggDoA/status/1848733553841840365/photo/1,740,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,66,Multi-Troop Transport,NULL,FALSE,Unit,Vigilance,7,"Separatist,Vehicle,Tank","{p}{exploit:2} {i}(While playing this card, defeat up to 2 units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}

{p}{b}On Attack:{/b} Create a Battle Droid token.{/p}",NULL,0,3,6,1,Kyle Petchock,2024-09-26,Magic Arcanum,https://www.youtube.com/watch?v=h_Faf8JYzBs,630,0,0,0,0,Exploit,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,67,The Zillo Beast,Awoken from the Depths,TRUE,Unit,Vigilance,9,Creature,"{p}{b}When Played:{/b} Give each enemy ground unit -5/-0 for this phase.{/p}

{p}{b}When the regroup phase starts:{/b} Heal 5 damage from this unit.{/p}",NULL,0,10,10,3,Aitor Prieto,2024-10-18,Hunter Friends,https://www.youtube.com/shorts/mmZCatbL0vw,712,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,68,Foresight,NULL,FALSE,Upgrade,Vigilance,1,Learned,"{p}Attached unit gains: ""{b}When the regroup phase starts{/b} {i}(before drawing cards){/i}{b}:{/b} Name a card, then look at the top card of your deck. If it's the named card, you may reveal and draw it.""{/p}",NULL,NULL,0,0,3,Tatsiana Maksimuk,2024-10-19,Quest for the Janklord,https://www.youtube.com/watch?v=Gny0VYeJdTk,717,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,69,Roger Roger,NULL,FALSE,Upgrade,Vigilance,1,Learned,{p}{b}When Defeated:{/b} Attach this upgrade to a friendly Battle Droid token.{/p},NULL,NULL,0,0,3,JB Casacop,2024-10-15,Wossy Plays,https://www.youtube.com/watch?v=NyvOZvxz_64,695,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,70,Perilous Position,NULL,FALSE,Upgrade,Vigilance,3,Condition,{p}{b}When Played:{/b} Exhaust attached unit.{/p},NULL,NULL,0,0,1,Omercan Cirit,2024-10-22,Press Kit Day,https://x.com/GoldenDicePod/status/1848727658818871740/photo/1,757,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,71,Unshakeable Will,NULL,FALSE,Upgrade,Vigilance,4,Innate,{p-keyword-border-shaded}Attached unit gains {sentinel}. {sentinel-reminder}{/p},NULL,NULL,0,0,2,Tatsiana Maksimuk,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,748,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,72,I Have the High Ground,NULL,FALSE,Event,Vigilance,1,Tactic,{p}Choose a friendly unit. Each enemy unit gets -4/-0 while attacking that unit this phase.{/p},NULL,NULL,NULL,NULL,3,James Daly,2024-09-13,FFG,https://www.instagram.com/unlimitedffg/reel/C_3JmJ8JmFA/,601,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,73,Grievous Reassembly,NULL,FALSE,Event,Vigilance,2,Supply,{p}Heal 3 damage from a unit. Create a Battle Droid token.{/p},NULL,NULL,NULL,NULL,1,Johnny Morrow,2024-10-16,Man vs Meeple,https://www.youtube.com/watch?v=LoHkXEXOvtY,702,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,74,Guarding the Way,NULL,FALSE,Event,Vigilance,2,Tactic,"{p}Give a unit {sentinel} for this phase. {sentinel-reminder}{/p}

{p}If you have the initiative, also give that unit {powerplus:2}/{hpplus:2} for this phase.{/p}",NULL,NULL,NULL,NULL,1,David Buisan,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,746,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,75,Disruptive Burst,NULL,FALSE,Event,Vigilance,3,Tactic,{p}Give each enemy unit -1/-1 for this phase.{/p},NULL,NULL,NULL,NULL,2,Hoan Nguyen,2024-10-22,Press Kit Day,,771,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,76,Death by Droids,NULL,FALSE,Event,Vigilance,5,Tactic,{p}Defeat a unit that costs 3 or less. Create 2 Battle Droid tokens.{/p},NULL,NULL,NULL,NULL,2,Christian Papazoglakis,2024-10-18,Hunter Friends,https://www.youtube.com/shorts/mmZCatbL0vw,711,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,77,Vanquish,NULL,FALSE,Event,Vigilance,5,Tactic,{p}Defeat a non-leader unit.{/p},NULL,NULL,NULL,NULL,1,Eslam Aboshady,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,78,The Invasion of Christophsis,NULL,FALSE,Event,Vigilance,15,"Separatist,Plan","{p}{exploit:4}{/p}

{p}Choose an opponent. Defeat each unit that player controls.{/p}",NULL,NULL,NULL,NULL,4,French Carlomagno,2024-09-06,dragonriderTCCG,https://www.youtube.com/watch?v=7z5WOE-njV4,570,0,0,0,0,Exploit,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,79,Confederate Courier,NULL,FALSE,Unit,"Command,Villainy",2,"Separatist,Vehicle,Fighter",{p}{b}When Defeated:{/b} Create a Battle Droid token.{/p},NULL,1,2,1,1,Amad Mir,2024-09-13,Jade Throne Podcast,https://www.youtube.com/watch?v=VU0x0Rso4ZY,602,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,,,,,,
TWI,80,Poggle the Lesser,Archduke of the Stalgasin Hive,TRUE,Unit,"Command,Villainy",2,"Separatist,Official","{p}{b}When you play another unit:{/b} You may exhaust this unit. If you do, create a Battle Droid token.{/p}",NULL,0,1,4,3,Amad Mir,2024-10-04,FFG,https://www.instagram.com/unlimitedffg/reel/DAtNx0YyBhh/,657,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,,,,,,
TWI,81,Droid Commando,NULL,FALSE,Unit,"Command,Villainy",3,"Separatist,Droid,Trooper","{p}While you control another {trait}Separatist{/trait} unit, this unit gains {ambush}. {ambush-reminder}{/p}",NULL,0,4,3,1,Kyle Petchock,2024-09-12,Rolling Solo,https://twitter.com/TryRollingSolo/status/1834358966433829264,600,0,0,0,0,Ambush,TRUE,NULL,NULL,NULL,NULL,,,,,,,
TWI,82,MagnaGuard Wing Leader,NULL,FALSE,Unit,"Command,Villainy",3,"Separatist,Vehicle,Fighter","{p}{b}Action:{/b} Attack with a {droid} unit. Then, attack with another {droid} unit. Use this ability only once each round.{/p}",NULL,1,3,4,2,Francois Cannels,2024-09-11,FFG Stream,https://www.youtube.com/watch?v=r-EmeX_tYHY,595,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,83,General's Guardian,NULL,FALSE,Unit,"Command,Villainy",4,"Separatist,Droid",{p}{b}When this unit is attacked:{/b} Create a Battle Droid token.{/p},NULL,0,4,4,5,Stefano Landini,2024-08-01,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,531,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0.5,,,,,,
TWI,84,Kraken,Confederate Tactician,TRUE,Unit,"Command,Villainy",5,"Separatist,Droid","{p}{b}When Played:{/b} Create 2 Battle Droid tokens. {/p}

{p}{b}On Attack:{/b} Give each friendly token unit {powerplus:1}/{hpplus:1} for this phase.{/p}",NULL,0,2,5,2,Aitor Prieto,2024-09-04,FFG,https://www.instagram.com/unlimitedffg/reel/C_gEyPUsVYp/,552,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,,,,,,
TWI,85,Kalani,Analytical General,TRUE,Unit,"Command,Villainy",6,"Separatist,Droid","{p}{b}On Attack:{/b} You may choose another unit. If you have the initiative, you may choose up to 2 other units instead. Give each chosen unit {powerplus:2}/{hpplus:2} for this phase.{/p}",NULL,0,5,7,3,Amad Mir,2024-09-11,FFG Stream,https://www.youtube.com/watch?v=r-EmeX_tYHY,594,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,86,Admiral Trench,Holding the Line,TRUE,Unit,"Command,Villainy",7,"Separatist,Official","{p}{exploit:1}{/p}

{p}{b}When Played:{/b} Return up to 3 units that were defeated this phase from your discard pile to your hand.{/p}",NULL,0,5,5,2,Marc Escachx,2024-10-03,Spiel Presentation,https://twitter.com/GoldenDicePod/status/1841903538752127153/photo/1,655,0,0,0,1,Exploit,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,87,Separatist Super Tank,NULL,FALSE,Unit,"Command,Villainy",9,"Separatist,Vehicle,Tank","{p}{exploit:3} {i}(While playing this card, defeat up to 3 units you control. This card costs {R2} less for each unit defeated this way.){/i}{/p}",NULL,0,8,8,1,Jake Parker,2024-09-04,Space Arena Ground Arena,https://www.youtube.com/watch?v=8yCgKFjGf38,553,0,0,0,0,Exploit,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,88,Reprocess,NULL,FALSE,Event,"Command,Villainy",3,Supply,{p}Choose up to 4 units in your discard pile. Put them on the bottom of your deck in a random order and create that many Battle Droid tokens.{/p},NULL,NULL,NULL,NULL,2,Arthur Mougne,2024-10-16,FFG Stream,https://www.youtube.com/live/3NwC_4fO6h4,707,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,89,Consolidation of Power,NULL,FALSE,Event,"Command,Villainy",6,Plan,"{p}Choose any number of friendly units. You may play a unit from your hand if its cost is less than or equal to the combined power of the chosen units for free. Then, defeat the chosen units.{/p}",NULL,NULL,NULL,NULL,3,Ario Murti,2024-08-21,FFG Stream,https://www.youtube.com/watch?v=EXn5S4FWm0M,541,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,90,Echo,Valiant ARC Trooper,TRUE,Unit,"Command,Heroism",2,"Republic,Clone,Trooper",{p}{coordinate} - This unit gets {powerplus:2}/{hpplus:2}.{/p},NULL,0,2,2,2,Sebastián Guidobono,2024-09-04,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,558,0,0,0,0,Coordinate,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,91,Republic Tactical Officer,NULL,FALSE,Unit,"Command,Heroism",2,"Republic,Clone",{p}{b}When Played:{/b} You may attack with a {trait}Republic{/trait} unit. It gets {powerplus:2}/{hpplus:0} for this attack.{/p},NULL,0,1,4,1,Ario Anindito,2024-09-04,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,559,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,92,Admiral Yularen,Advising Caution,TRUE,Unit,"Command,Heroism",3,"Republic,Official","{p}{restore:1}{/p}

{p}Each other friendly {Heroism} unit gets {powerplus:0}/{hpplus:1}.{/p}",NULL,0,2,5,3,Eric Hibbeler,2024-09-18,FFG,https://www.instagram.com/unlimitedffg/reel/DAEBMFUShAE/,611,0,2,0,0,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,93,Advanced Recon Commando,NULL,FALSE,Unit,"Command,Heroism",3,"Republic,Clone,Trooper",{p}{overwhelm} {overwhelm-reminder}{/p},NULL,0,4,3,1,Hoan Nguyen,2024-10-22,Press Kit Day,https://x.com/GoldenDicePod/status/1848727658818871740/photo/1,758,0,0,0,0,Overwhelm,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,94,Shaak Ti,Unity Wins Wars,TRUE,Unit,"Command,Heroism",4,"Force,Jedi,Republic","{p}Each friendly token unit gets {powerplus:1}/{hpplus:0}.{/p}

{p}{b}On Attack:{/b} Create a Clone Trooper token.{/p}",NULL,0,3,4,2,Tatsiana Maksimuk,2024-09-02,FFG,https://www.instagram.com/unlimitedffg/reel/C_a0VZCJSYR/,543,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,0.5,,,,,
TWI,95,Pelta Supply Frigate,NULL,FALSE,Unit,"Command,Heroism",5,"Republic,Vehicle,Capital Ship","{i}{/i}{p}{coordinate} - {b}When Played:{/b} Create a Clone Trooper Token. {i}(Gain this ability while you control 3 or more units, including this one.){/i}{/p}",NULL,1,3,6,1,Fernando Correa,2024-09-04,FFG Stream,https://www.youtube.com/watch?v=Ygfp4x7i70k,562,0,0,0,0,Coordinate,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,96,Aayla Secura,Master of the Blade,TRUE,Unit,"Command,Heroism",5,"Force,Jedi,Republic",{p}{coordinate} - {b}On Attack:{/b} Prevent all combat damage that would be deal to this unit for this attack.{/p},NULL,0,6,5,4,Tatsiana Maksimuk,2024-09-20,Fantha Tracks,https://www.fanthatracks.com/news/gaming/exclusive-reveal-two-new-cards-from-star-wars-unlimited-twilight-of-the-republic/,614,0,0,0,0,Coordinate,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,97,Captain Rex,Lead by Example,TRUE,Unit,"Command,Heroism",6,"Republic,Clone,Trooper",{p}{b}When Played:{/b} Create 2 Clone Trooper tokens.{/p},NULL,0,4,4,5,Eric Hibbeler,2024-08-01,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,530,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,2,,,,,
TWI,98,Republic Defense Carrier,NULL,FALSE,Unit,"Command,Heroism",11,"Republic,Vehicle,Capital Ship","{p}This unit costs {R1} less to play for each unit controlled by the opponent who controls the most units.{/p}

{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p}",NULL,1,6,7,2,Francois Cannels,2024-10-09,Outer Rim CCG,https://www.youtube.com/watch?v=JcZeqkVArdQ,683,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,99,Synchronized Strike,NULL,FALSE,Event,"Command,Heroism",2,Tactic,{p}Deal damage to an enemy unit equal to the number of units you control in its arena.{/p},NULL,NULL,NULL,NULL,2,Robynn Frauhn,2024-09-20,RybackStun,https://www.youtube.com/watch?v=ifpuiL2CeOQ,619,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,100,Petition the Senate,NULL,FALSE,Event,"Command,Heroism",3,Tactic,"{p}If you control 3 or more {official} units, draw 3 cards.{/p}",NULL,NULL,NULL,NULL,3,Tatsiana Maksimuk,2024-10-22,Press Kit Day,,772,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,101,Mas Amedda,Vice Chair,TRUE,Unit,"Command,Command",2,"Republic,Official","{p}{b}When you play another unit:{/b} You may exhaust this unit. If you do, search the top 4 cards of your deck for a unit, reveal it, and draw it. {i}(Put the other cards on the bottom of your deck in a random order.){/i}{/p}",NULL,0,0,4,3,Amad Mir,2024-09-13,Outmaneuver,https://www.youtube.com/watch?v=Zige_ug9PZs,603,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,102,Manufactured Soldiers,NULL,FALSE,Event,"Command,Command",3,Supply,"{p}Choose one:{/p}
{p}- Create 2 Clone Trooper tokens.{/p}
{p}- Create 3 Battle Droid tokens.{/p}",NULL,NULL,NULL,NULL,2,Ario Murti,2024-09-06,Puente 3,https://www.youtube.com/watch?v=Z5yvxaYAJOI,568,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,103,Pyrrhic Assault,NULL,FALSE,Event,"Command,Command",3,Disaster,"{p}For this phase, each friendly unit gains: ""{b}When Defeated:{/b} Deal 2 damage to an enemy unit.""{/p}",NULL,NULL,NULL,NULL,4,JB Casacop,2024-10-15,FFG,https://x.com/UnlimitedFFG/status/1846302573239664776,697,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,104,Obedient Vanguard,NULL,FALSE,Unit,Command,1,"Separatist,Droid,Trooper","{p}{/p}

{p}{b}When Defeated:{/b} You may give a {trooper} unit {powerplus:2}/{hpplus:2} for this phase.{/p}",NULL,0,1,1,1,Earl John Dela Cruz,2024-09-27,Echo Base Gaming,https://www.youtube.com/watch?v=mjW9YZKF9Qw,633,1,1,0,0,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,105,Steadfast Senator,NULL,FALSE,Unit,Command,1,"Republic,Official","{p}{b}Action [{R2}, {T}]:{/b} Attach with a unit. It gets {powerplus:2}/{hpplus:0} for this attack.{/p}",NULL,0,0,4,2,Hoan Nguyen,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,723,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,106,Coruscant Guard,NULL,FALSE,Unit,Command,2,"Republic,Clone,Trooper","{p}{keyword}Coordinate{/keyword} — {ambush} {i}(Gain this keyword while you control 3 or more units, including this one. When you play this unit, it may ready and attack an enemy unit.){/i}{/p}",NULL,0,3,2,1,Kyle Petchock,2024-08-01,FFG,https://starwarsunlimited.com/articles/twilight-of-the-republic,527,0,0,0,0,Ambush,TRUE,Coordinate,FALSE,NULL,NULL,,,,,,,
TWI,107,Patrolling V-Wing,NULL,FALSE,Unit,Command,2,"Vehicle,Fighter",{p}{b}When Played:{/b} Draw a card.{/p},NULL,1,1,1,5,Amad Mir,NULL,,,156,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,108,Ryloth Militia,NULL,FALSE,Unit,Command,2,"Twi'lek,Trooper",{p}{raid:1} {i}(This unit gets +1/+0 while attacking.){/i}{/p},NULL,0,2,3,1,Benjamin Paulus,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,722,0,0,0,0,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,
TWI,109,501st Liberator,NULL,FALSE,Unit,Command,3,"Republic,Clone,Trooper","{p}When Played: If you control another {trait}Republic{/trait} unit, you may heal 3 damage from a base.{/p}",NULL,0,3,3,1,Andre Mealha,2024-09-09,Alliance Dispatch,https://www.youtube.com/shorts/c3RY71OQ2-E,576,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,1.5,,,
TWI,110,Huyang,Enduring Instructor,TRUE,Unit,Command,3,"Jedi,Droid","{p}{b}When Played:{/b} Choose another friendly unit. While this unit is in play, the chosen unit gets {powerplus:2}/{hpplus:2}.{/p}",NULL,0,2,4,3,David Buisan,2024-10-16,FFG,https://x.com/UnlimitedFFG/status/1846566992708247977,700,2,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,111,Republic ARC-170,NULL,FALSE,Unit,Command,3,"Republic,Vehicle,Fighter",NULL,NULL,1,3,4,1,Sebastián Guidobono,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,668,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,112,Subjugating Starfighter,NULL,FALSE,Unit,Command,4,"Separatist,Vehicle,Fighter","{p}{ambush} {ambush-reminder}{/p}

{p}{b}When Played:{/b} If you have the initiative, create a Battle Droid token.{/p}",NULL,1,3,3,1,Amad Mir,2024-10-09,FFG Stream,https://www.youtube.com/watch?v=xPurM1vUfMw,669,0,0,0,0,Ambush,FALSE,NULL,NULL,NULL,NULL,0.5,,,,,,
TWI,113,B2 Legionnaires,NULL,FALSE,Unit,Command,5,"Separatist,Droid,Trooper","{p-keyword-border-shaded}{sentinel} {sentinel-reminder}{/p}

{p}{overwhelm} {overwhelm-reminder}{/p}",NULL,0,5,4,1,Johnny Morrow,2024-10-22,Press Kit Day,https://www.youtube.com/watch?v=gqqA4aEtESY,724,0,0,0,0,Overwhelm,FALSE,Sentinel,FALSE,NULL,NULL,,,,,,,
TWI,114,Clone Commander Cody,Commanding the 212th,TRUE,Unit,Command,5,"Republic,Clone,Trooper","{p}{overwhelm} {overwhelm-reminder}{/p}

{p}{coordinate} - Each other friendly unit gets {powerplus:1}/{hpplus:1} and gains {overwhelm}. {coordinate-reminder}{/p}",NULL,0,4,4,2,Guillaume Ospital,2024-09-22,Ice Cave Radio,https://www.youtube.com/watch?v=03PadiDRGEc,621,0,0,0,0,Overwhelm,FALSE,Coordinate,FALSE,NULL,NULL,,,,,,,
