set,cardnumber,name,title,unique,card type,aspects,cost,traits,ability text,leader unit ability text,arena,power,hp,rarity,artist,previewdate,preview source,preview link,cardid,invisiblepower,invisiblehp,invisibledamage,invisibledraw,keyword_1,keyword_1_conditional,keyword_2,keyword_2_conditional,keyword_3,keyword_3_conditional,Makes_Droids,Makes_Clones,Makes_Ties,Heals,Ramps,Makes_X_Wings,Indirect
SOR,181,Jabba the Hutt,Cunning Daimyo,TRUE,Unit,"Cunning,Villainy",4,"Underworld,Hutt","{p}Each {trick} event you play costs {R1} less.{/p}

{p}{b}When Played:{/b} Search the top 8 cards of your deck for a {trick} event, reveal it, and draw it. {i}(Put the other cards on the bottom of your deck in a random order.){/i}{/p}",NULL,0,2,8,3,David Nash,2024-01-08,FFG Stream,,220,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,182,Bossk,Deadly Stalker,TRUE,Unit,"Cunning,Villainy",5,"Underworld,Bounty Hunter","{p}{ambush}{/p}

{p}{b}When you play an event:{/b} You may deal 2 damage to a unit.{/p}",NULL,0,4,5,2,Stefano Landini,2023-10-21,FFG Stream,,126,0,0,2,0,Ambush,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,183,Bounty Hunter Crew,NULL,FALSE,Unit,"Cunning,Villainy",6,"Underworld,Bounty Hunter","{p}{ambush} {i}(After you play this unit, it may ready and attack an enemy unit.){/i}{/p}

{p}{b}When Played:{/b} You may return an event card from a discard pile to its owner's hand.{/p}",NULL,0,4,4,1,Luke Harrington,2024-01-03,FFG Stream,,209,0,0,0,1,Ambush,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,184,Fett's Firespray,Pursuing the Bounty,TRUE,Unit,"Cunning,Villainy",6,"Underworld,Vehicle,Transport","{p}{b}When Played:{/b} If you control Boba Fett or Jango Fett {i}(as a leader or unit){/i}, ready this unit.{/p}

{p}{b}Action [{R2}]:{/b} Exhaust a non-unique unit.{/p}",NULL,1,5,6,3,Andre Mealha,2023-08-31,Hobbies + Happiness,,86,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,185,Chimaera,Flagship of the Seventh Fleet,TRUE,Unit,"Cunning,Villainy",8,"Imperial,Vehicle,Capital Ship","{p}{shielded} {i}(When you play this unit, give a Shield token to it.){/i}{/p}

{p}{b}On Attack:{/b} Name a card. An opponent reveals their hand and discards a card with that name from it.{/p}",NULL,1,8,7,3,Francois Cannels,2023-11-14,Maindeck,,153,0,0,0,0,Shielded,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,186,No Good to Me Dead,NULL,FALSE,Event,"Cunning,Villainy",2,Plan,{p}Exhaust a unit. That unit can't ready this round {i}(including during the regroup phase){/i}.{/p},NULL,NULL,NULL,NULL,2,Denis Medri,2023-11-08,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,187,I Had No Choice,NULL,FALSE,Event,"Cunning,Villainy",7,Trick,{p}Choose up to 2 non-leader units. An opponent chooses 1 of those units. Return that unit to its owner's hand and put the other on the bottom of its owner's deck.{/p},NULL,NULL,NULL,NULL,3,Ario Murti,2024-01-31,FFG,,245,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,188,Chopper,Metal Menace,TRUE,Unit,"Cunning,Heroism",1,"Rebel,Droid,Spectre","{p}While you control another {spectre} unit, this unit gains {raid:1}.{/p}

{p}{b}On Attack:{/b} Discard a card from the defending player's deck. If it's an event, exhaust a resource that player controls.{/p}",NULL,0,1,3,3,Arthur Mougne,2024-01-13,Wampa Radio,,224,0,0,0,0,Raid,TRUE,NULL,NULL,NULL,NULL,,,,,,,
SOR,189,Leia Organa,Defiant Princess,TRUE,Unit,"Cunning,Heroism",2,"Rebel,Official",{p}{strong}When Played:{/strong} Either ready a resource or exhaust a unit.{/p},NULL,0,2,2,5,Robynn Frauhn,2023-05-16,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,190,Lothal Insurgent,NULL,FALSE,Unit,"Cunning,Heroism",2,Rebel,"{p}{b}When Played:{/b} If you played another card this phase, each opponent draws a card then discards a random card from their hand.{/p}",NULL,0,3,2,1,Kevin Libranda,2023-11-05,Spice Squadron,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,191,Vanguard Ace,NULL,FALSE,Unit,"Cunning,Heroism",2,"New Republic,Vehicle,Fighter","{p}{b}When Played:{/b} For each other card you played this phase, give an Experience token to this unit.{/p}",NULL,1,1,1,2,Andre Mealha,2023-12-20,Board Game Theory,,191,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,192,Ezra Bridger,Resourceful Troublemaker,TRUE,Unit,"Cunning,Heroism",3,"Force,Rebel,Spectre","{p}{b}When this unit completes an attack:{/b} Look at the top card of your deck. You may play it, discard it, or leave it on top of your deck.{/p}",NULL,0,3,4,2,Joshua Carson,2023-09-22,RybackStun,,105,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,193,Millennium Falcon,Piece of Junk,TRUE,Unit,"Cunning,Heroism",3,"Underworld,Vehicle,Transport","{p}This unit enters play ready.{/p}

{p}{b}When you ready cards during the regroup phase:{/b} Either pay {R1} or return this unit to her owner's hand.{/p}",NULL,1,3,4,4,Francois Cannels,2023-10-10,Wargamer.com,,114,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,194,Rogue Operative,NULL,FALSE,Unit,"Cunning,Heroism",3,"Rebel,Trooper","{p}{saboteur} {i}(When this unit attacks, ignore Sentinel and defeat the defender's Shields.){/i}{/p}

{p}{raid:2} {i}(This unit gets +2/+0 while attacking.){/i}{/p}",NULL,0,2,4,1,Steve Morris,2023-08-23,FFG Stream,,75,0,0,0,0,Raid,FALSE,Saboteur,FALSE,NULL,NULL,,,,,,,
SOR,195,Auzituck Liberator Gunship,NULL,FALSE,Unit,"Cunning,Heroism",4,"Vehicle,Fighter","{p}{ambush} {em}(After you play this unit, it may ready and attack an enemy unit.){/em}{/p}",NULL,1,3,4,1,Mark Zhang,2023-07-13,Jodo Cast,,31,0,0,0,0,Ambush,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,196,Chewbacca,Loyal Companion,TRUE,Unit,"Cunning,Heroism",5,"Underworld,Wookiee","{p-keyword-border-shaded}{sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p}

{p}{b}When this unit is attacked: {/b}Ready him.{/p}",NULL,0,3,6,2,Luke Harrington,2023-08-02,FFG Stream,,57,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,197,Lando Calrissian,Responsible Businessman,TRUE,Unit,"Cunning,Heroism",6,"Fringe,Official","{p}{saboteur} {i}(When this unit attacks, ignore Sentinel and defeat the defender’s Shields.){/i}{/p}

{p}{b}When played:{/b} Return up to 2 friendly resources to their owners’ hands.{/p}",NULL,0,6,5,3,Audrey Hotte,2023-10-18,Unplayable,,123,0,0,0,1,Saboteur,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,198,Han Solo,Reluctant Hero,TRUE,Unit,"Cunning,Heroism",7,Underworld,"{p}{ambush} {i}(After you play this unit, he may ready and attack an enemy unit.){/i}{/p}

{p}While attacking, this unit deals combat damage before the defender.{/p}",NULL,0,6,6,3,Borja Pindado,2023-08-04,GamesRadar,,62,0,0,0,0,Ambush,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,199,Bamboozle,NULL,FALSE,Event,"Cunning,Heroism",2,Trick,"{p}You may discard a {Cunning} card from your hand instead of paying this event's cost.{/p}

{p}Exhaust a unit and return each upgrade on it to its owner's hand.{/p}",NULL,NULL,NULL,NULL,2,Ario Murti,2023-11-21,Golden Dice,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,200,Spark of Rebellion,NULL,FALSE,Event,"Cunning,Heroism",2,Spectre,{p}Look at an opponent's hand and discard a card from it.{/p},NULL,NULL,NULL,NULL,3,Kevin Libranda,2023-11-08,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,201,Bodhi Rook,Imperial Defector,TRUE,Unit,"Cunning,Cunning",3,"Imperial,Rebel",{p}{b}When Played:{/b} Look at an opponent's hand and discard a non-unit card from it.{/p},NULL,0,3,3,3,Ario Murti,2023-12-13,FFG Stream,,184,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,202,Cantina Bouncer,NULL,FALSE,Unit,"Cunning,Cunning",5,Fringe,{p}{b}When Played:{/b} You may return a non-leader unit to its owner's hand.{/p},NULL,0,3,5,2,James Daly,2023-12-05,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,203,Cunning,NULL,FALSE,Event,"Cunning,Cunning",4,Innate,"{p}Choose two, in any order:{/p}
{p}- Return a non-leader unit with 4 or less power to its owner's hand.{/p}
{p}- Give a unit +4/+0 for this phase.{/p}
{p}- Exhaust up to 2 units.{/p}
{p}- An opponent discards a random card from their hand.{/p}",NULL,NULL,NULL,NULL,4,Sandra Chlewińska,2023-11-08,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,204,Greedo,Slow on the Draw,TRUE,Unit,Cunning,1,"Underworld,Bounty Hunter","{p}{b}When Defeated:{/b} You may discard a card from your deck. If it's not a unit, deal 2 damage to a ground unit.{/p}",NULL,0,3,1,2,Aitor Prieto,2023-11-08,FFG Stream,,143,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,205,Jawa Scavenger,NULL,FALSE,Unit,Cunning,1,"Fringe,Jawa","{p}{saboteur} {i}(When this unit attacks, ignore Sentinel and defeat the defender's Shields.){/i}{/p}",NULL,0,2,1,1,Christina Laviña,2023-12-19,Garbage Rollers,,190,0,0,0,0,Saboteur,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,206,Mining Guild TIE Fighter,NULL,FALSE,Unit,Cunning,1,"Fringe,Vehicle,Fighter","{p}{b}On Attack:{/b}  You may pay {R2}. If you do, draw a card.{/p}",NULL,1,1,2,1,Andre Mealha,2023-11-03,Scrawl,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,207,Crafty Smuggler,NULL,FALSE,Unit,Cunning,2,Underworld,"{p}{shielded} {i}(When you play this unit, give a Shield token to it.){/i}{/p}",NULL,0,2,2,1,Amad Mir,2023-12-13,FFG Stream,,186,0,0,0,0,Shielded,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,208,Outer Rim Headhunter,NULL,FALSE,Unit,Cunning,2,"Fringe,Vehicle,Fighter","{p}{raid:1}{/p}

{p}{b}On Attack:{/b} If you control a leader unit, you may exhaust a non-leader unit.{/p}",NULL,1,1,3,1,Christian Papazoglakis,2023-11-13,FFG,,151,0,0,0,0,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,209,Pirated Starfighter,NULL,FALSE,Unit,Cunning,2,"Underworld,Vehicle,Fighter","{p}{raid:1}{/p}

{p}{b}When Played:{/b} Return a friendly non-leader unit to its owner's hand.{/p}",NULL,1,2,4,2,Fernando Correa,2023-12-29,TCG Cast,,200,0,0,0,0,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,210,Swoop Racer,NULL,FALSE,Unit,Cunning,3,Fringe,NULL,NULL,0,4,3,1,Andre Mealha,2024-02-10,FFG,,251,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,211,Gamorrean Guards,NULL,FALSE,Unit,Cunning,4,Underworld,"{p-keyword-border}While you control another {Cunning} unit, this unit gains {sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base){/i}.{/p}",NULL,0,4,4,1,Mickael Balloul,2024-01-25,Geekbecois,,239,0,0,0,0,Sentinel,TRUE,NULL,NULL,NULL,NULL,,,,,,,
SOR,212,Strafing Gunship,NULL,FALSE,Unit,Cunning,4,"Underworld,Vehicle,Fighter","{p}This unit can attack units in the ground arena.{/p}

{p}While this unit is attacking a ground unit, the defender gets -2/-0.{/p}",NULL,1,3,4,3,Amad Mir,2024-01-29,Jade Throne Podcast,,242,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,213,Syndicate Lackeys,NULL,FALSE,Unit,Cunning,5,Underworld,"{p}{ambush} {i}(After you play this unit, it may ready and attack an enemy unit.){/i}{/p}",NULL,0,5,4,1,Aitor Prieto,2023-11-08,FFG Stream,,144,0,0,0,0,Ambush,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,214,Smuggling Compartment,NULL,FALSE,Upgrade,Cunning,1,Modification,"{p}Attach to a {vehicle} unit.{/p}

{p}Attached unit gains: ""{b}On Attack:{/b} Ready a resource.""{/p}",NULL,NULL,0,0,2,Amad Mir,2023-10-10,Wargamer.com,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,215,Snapshot Reflexes,NULL,FALSE,Upgrade,Cunning,1,Learned,{p}{b}When Played:{/b} You may attack with this unit.{/p},NULL,NULL,0,0,1,Axel Hutt,2023-11-20,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,216,Disarm,NULL,FALSE,Event,Cunning,1,Tactic,{p}Give an enemy unit –4/–0 for this phase.{/p},NULL,NULL,NULL,NULL,1,Ario Murti,2024-02-10,FFG,,257,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,217,Shoot First,NULL,FALSE,Event,Cunning,1,Trick,"{p}Attack with a unit. It gets {powerplus:1}/{hp:0} for this attack and deals its combat damage before the defender. {i}(If the defender is defeated, it deals no combat damage.){/i}{/p}",NULL,NULL,NULL,NULL,2,Ario Murti,2023-08-23,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,218,Asteroid Sanctuary,NULL,FALSE,Event,Cunning,2,Trick,"{p}Exhaust an enemy unit.{/p}

{p}Give a Shield token to a friendly unit that costs 3 or less.{/p}",NULL,NULL,NULL,NULL,1,Rebecca Farrow,2023-08-23,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,219,Sneak Attack,NULL,FALSE,Event,Cunning,2,Trick,"{p}Play a unit from your hand. It costs {R3} less and enters play ready. At the start of the regroup phase, defeat it.{/p}",NULL,NULL,NULL,NULL,3,French Carlomagno,2024-02-10,FFG,,265,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,220,Surprise Strike,NULL,FALSE,Event,Cunning,2,Tactic,Attack with a unit. It gets {powerplus:3}/{hp:0} for this attack.,NULL,NULL,NULL,NULL,1,Ario Murti,2023-07-05,Unplayable,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,221,Outmaneuver,NULL,FALSE,Event,Cunning,3,Tactic,{p}Choose an arena {i}(ground or space){/i}. Exhaust each unit in that arena.{/p},NULL,NULL,NULL,NULL,2,Leonardo Giammichele,2023-11-27,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,222,Waylay,NULL,FALSE,Event,Cunning,3,Trick,{p}Return a non-leader unit to its owner's hand.{/p},NULL,NULL,NULL,NULL,1,Axel Hutt,2023-07-26,FFG,,53,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,223,Don't Get Cocky,NULL,FALSE,Event,Cunning,4,Gambit,"{p}Choose a unit. One at a time, reveal cards from your deck until you choose to stop or have revealed 7 cards. If the combined cost of the revealed cards is 7 or less, deal that much damage to the chosen unit. Put the revealed cards on the bottom of your deck in a random order.{/p}",NULL,NULL,NULL,NULL,3,Borja Pindado,2024-01-19,Tom and Taha,,232,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,224,Change of Heart,NULL,FALSE,Event,Cunning,6,Gambit,"{p}Take control of a non-leader unit. At the start of the regroup phase, its owner takes control of it.{/p}",NULL,NULL,NULL,NULL,4,Kevin Libranda,2023-10-18,Unplayable,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,225,TIE/ln Fighter,NULL,FALSE,Unit,Villainy,1,"Imperial,Vehicle,Fighter",NULL,NULL,1,2,1,1,French Carlomagno,2023-06-27,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,226,Admiral Motti,Brazen and Scornful,TRUE,Unit,Villainy,2,"Imperial,Official",{p}{strong}When Defeated:{/strong} You may ready a {Villainy} unit.{/p},NULL,0,1,1,5,Tomas Oleksak,2023-07-26,FFG Stream,,48,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,227,Snowtrooper Lieutenant,NULL,FALSE,Unit,Villainy,2,"Imperial,Trooper","{p}{strong}When Played:{/strong} You may attack with a unit. If it's an {imperial} unit, it gets {powerplus:2}/{hp:0} for this attack.{/p}",NULL,0,2,2,1,Erik Ly,2023-07-25,Roll On Gaming,,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,228,Viper Probe Droid,NULL,FALSE,Unit,Villainy,2,"Imperial,Droid",{p}{strong}When Played:{/strong} Look at an opponent's hand.{/p},NULL,0,3,2,1,Amad Mir,2023-06-22,Wossy Plays,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,229,Cell Block Guard,NULL,FALSE,Unit,Villainy,3,"Imperial,Trooper",{p-keyword-border-shaded}{sentinel} {em}(Units in this arena can't attack your non-Sentinel units or your base.){/em}{/p},NULL,0,3,3,1,French Carlomagno,2023-06-27,Quickstart Rules,,35,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,230,General Veers,Blizzard Force Commander,TRUE,Unit,Villainy,3,"Imperial,Official",{p}Other friendly {imperial} units get {powerplus:1}/{hpplus:1}.{/p},NULL,0,3,3,2,Steve Morris,2023-08-23,FFG Stream,,82,2,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,231,TIE Advanced,NULL,FALSE,Unit,Villainy,4,"Imperial,Fighter,Vehicle",{p}{b}When Played:{/b} Give 2 Experience tokens to another friendly {imperial} unit.{/p},NULL,1,3,2,2,Eslam Aboshady,2023-08-03,FFG Stream,,60,2,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,232,AT-ST,NULL,FALSE,Unit,Villainy,6,"Imperial,Vehicle,Walker","{overwhelm} {i}(When attacking an enemy unit, deal excess damage to the opponent's base.){/i}",NULL,0,6,7,1,Stephen Zavala,2023-08-02,FFG Stream,,56,0,0,0,0,Overwhelm,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,233,I Am Your Father,NULL,FALSE,Event,Villainy,3,Gambit,"{p}Deal 7 damage to an enemy unit unless its controller says ""no."" If they do, draw 3 cards.{/p}",NULL,NULL,NULL,NULL,5,Stefano Landini,2023-06-18,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,234,Maximum Firepower,NULL,FALSE,Event,Villainy,4,"Imperial,Tactic","{p}A friendly {imperial} unit deals damage equal to its power to a unit.{/p}{p}Then, another friendly {imperial} unit deals damage equal to its power to the same unit.{/p}",NULL,NULL,NULL,NULL,1,Stephen Zavala,2023-05-16,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,235,Galactic Ambition,NULL,FALSE,Event,Villainy,7,Innate,Play a non-{Heroism} unit from your hand for free. Deal damage to your base equal to its cost.,NULL,NULL,NULL,NULL,3,Andre Mealha,2023-07-26,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,236,R2-D2,Ignoring Protocol,TRUE,Unit,Heroism,1,"Rebel,Droid","{p}{strong}When Played/On Attack:{/strong} Look at the top card of your deck. You may put it on the bottom of your deck. {em}(Otherwise, leave it on top of your deck.){/em}{/p}",NULL,0,1,4,5,Aitor Prieto,2023-07-26,FFG Stream,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,237,Alliance X-Wing,NULL,FALSE,Unit,Heroism,2,"Rebel,Vehicle,Fighter",NULL,NULL,1,2,3,1,Francois Cannels,2023-06-27,Quickstart Rules,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,238,C-3PO,Protocol Droid,TRUE,Unit,Heroism,2,"Rebel,Droid","{p}{strong}When Played/On Attack:{/strong} Choose a number, then look at the top card of your deck. If its cost is the chosen number, you may reveal and draw it. {em}(Otherwise, leave it on top of your deck.){/em}{/p}",NULL,0,1,4,5,Ash Pierce,2023-07-26,FFG Stream,,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,239,Rebel Pathfinder,NULL,FALSE,Unit,Heroism,2,"Rebel,Trooper","{p}{saboteur} {em}(When this unit attacks, ignore Sentinel and defeat the defender's Shields.){/em}{/p}",NULL,0,2,3,1,Joshua Carson,2023-07-19,Wreck N' Rule,,43,0,0,0,0,Saboteur,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,240,Fleet Lieutenant,NULL,FALSE,Unit,Heroism,3,"Rebel,Trooper","{p}{strong}When Played:{/strong} You may attack with a unit. If it's a {rebel} unit, it gets {powerplus:2}/{hp:0} for this attack.{/p}",NULL,0,3,3,1,Hoan Nguyen,2023-07-26,FFG,,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,241,Wing Leader,NULL,FALSE,Unit,Heroism,3,"Rebel,Vehicle,Fighter",{p}{strong}When Played:{/strong} Give 2 Experience tokens to another friendly {rebel} unit.,NULL,1,2,1,2,French Carlomagno,2023-05-16,FFG,,39,1,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,242,General Dodonna,Massassi Group Commander,TRUE,Unit,Heroism,4,"Rebel,Official",{p}Other friendly {rebel} units get {powerplus:1}/{hpplus:1}.{/p},NULL,0,4,4,2,Steve Morris,2023-08-23,FFG Stream,,81,2,2,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,243,Regional Sympathizers,NULL,FALSE,Unit,Heroism,4,Rebel,"{p}{restore:2} {i}(When this unit attacks, heal 2 damage from your base.){/i}{/p}",NULL,0,3,4,1,Liana Anatolevich,2024-01-18,Papskubber.dk,,229,0,0,0,0,Restore,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,244,Snowspeeder,NULL,FALSE,Unit,Heroism,5,"Rebel,Vehicle,Speeder","{p}{ambush} {i}(After you play this unit, it may ready and attack an enemy unit.){/i}{/p}

{p}{b}On Attack:{/b} Exhaust an enemy {vehicle} ground unit.{/p}",NULL,0,3,6,1,Fernando Correa,2023-08-02,FFG Stream,,55,0,0,0,0,Ambush,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,245,Medal Ceremony,NULL,FALSE,Event,Heroism,0,Rebel,{p}Give an Experience token to each of up to 3 {rebel} units that attacked this phase.{/p},NULL,NULL,NULL,NULL,1,Ario Murti,2023-11-21,Golden Dice,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,246,You're My Only Hope,NULL,FALSE,Event,Heroism,3,Gambit,"Look at the top card of your deck. You may play it. It costs {R:5} less. If your base has 5 or less remaining hp, you may play it for free instead.",NULL,NULL,NULL,NULL,3,Gretel Lusky,2023-05-16,FFG,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,247,Underworld Thug,NULL,FALSE,Unit,,2,Underworld,NULL,NULL,0,2,3,1,Felipe Goncalves,2024-02-10,FFG,,255,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,248,Volunteer Soldier,NULL,FALSE,Unit,,3,Trooper,"{p}{raid:1} {i}(This unit get +1/+0 while attacking.){/i}{/p}

{p}If you control a {trooper} unit, this unit costs {R1} less to play.",NULL,0,2,3,1,Steve Morris,2023-12-13,FFG Stream,,181,0,0,0,0,Raid,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,249,Frontier AT-RT,NULL,FALSE,Unit,,4,"Vehicle,Walker","{p}While you control another {vehicle} unit, this unit gains {ambush}. {i}(After you play this unit, it may ready and attack an enemy unit.){/i}{/p}",NULL,0,3,5,1,Thomas Wievegg,2024-02-10,FFG,,261,0,0,0,0,Ambush,TRUE,NULL,NULL,NULL,NULL,,,,,,,
SOR,250,Corellian Freighter,NULL,FALSE,Unit,,5,"Vehicle,Transport",{p-keyword-border-shaded}{sentinel} {i}(Units in this arena can't attack your non-Sentinel units or your base.){/i}{/p},NULL,1,4,4,1,Francois Cannels,2024-02-10,FFG,,252,0,0,0,0,Sentinel,FALSE,NULL,NULL,NULL,NULL,,,,,,,
SOR,251,Confiscate,NULL,FALSE,Event,,1,Law,{p}Defeat an upgrade.{/p},NULL,NULL,NULL,NULL,1,French Carlomagno,2024-01-19,Tom and Taha,,231,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
SOR,252,Restock,NULL,FALSE,Event,,1,Supply,{p}Choose up to 4 cards in a discard pile. Put them on the bottom of their owner’s deck in a random order.{/p},NULL,NULL,NULL,NULL,1,Joshua Carson,2024-02-10,FFG,,256,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,1,Nala Se,Clone Engineer,TRUE,Leader,,4,Kaminoan,"{p}Ignore the aspect penalty on {trait}Clone{/trait} units you play.{/p}

{p-epic-action}If you control 4 or more resources, deploy this leader.{/p}","{p}Ignore the aspect penalty on  units you play.{/p}

{p}Each friendly {trait}Clone{/trait} unit gains: ""{b}When Defeated:{/b} Heal 2 damage from your base.""{/p}",0,1,7,3,Marc Escachx,2024-10-17,FFG,,710,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
TWI,2,Nute Gunray,Vindictive Viceroy,TRUE,Leader,,6,"Separatist,Official","{p}{b}Action [{T}]:{/b} If 2 or more friendly units were defeated this phase, create a Battle Droid token.
{/p}

{p-epic-action}If you control 6 or more resources, deploy this leader.{/p}",{p}{b}On Attack:{/b} Create a Battle Droid token.{/p},0,2,8,1,Aitor Prieto,2024-09-26,FFG,,629,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,
